locationid,latitude,longitude,stationname,parentcity,sourceurl
287,36.085881,120.451839,"Laoshan District No. 1, Qingdao",shandong,http://aqicn.org/city/shandong/qingdao/laoshanqu1hao/
288,36.091075,120.490388,"Laoshan District No. 2, Qingdao",shandong,http://aqicn.org/city/shandong/qingdao/laoshanqu2hao/
289,36.184872,120.38533,"Licang District No. 1, Qingdao",shandong,http://aqicn.org/city/shandong/qingdao/licangqu1hao/
290,36.154369,120.432287,"Licang District No. 2, Qingdao",shandong,http://aqicn.org/city/shandong/qingdao/licangqu2hao/
291,36.308502,120.40008,"Chengyang District No. 1, Qingdao",shandong,http://aqicn.org/city/shandong/qingdao/chengyangqu1hao/
292,36.308429,120.465806,"Chengyang District No. 2, Qingdao",shandong,http://aqicn.org/city/shandong/qingdao/chengyangqu2hao/
293,36.067358,120.387773,Qingdao,qingdao,http://aqicn.org/city/qingdao/
294,36.637916,117.960222,"Zichuan Meteo. Stations, Zibo",shandong,http://aqicn.org/city/shandong/zibo/zichuanqixiangzhan/
295,36.838576,118.050785,"Dongfeng Chemical factory, Zibo",shandong,http://aqicn.org/city/shandong/zibo/dongfenghuagongchang/
296,36.497278,117.853581,"Boshan shuangshan, Zibo",shandong,http://aqicn.org/city/shandong/zibo/boshanshuangshan/
297,36.820171,118.315022,"Linzi Putian Park, Zibo",shandong,http://aqicn.org/city/shandong/zibo/linziputianyuan/
298,36.765907,118.254967,"Qilu Petrochemical, Zibo",shandong,http://aqicn.org/city/shandong/zibo/qilushihua/
299,36.8044,117.85694,"Zhoucun sanjin Group, Zibo",shandong,http://aqicn.org/city/shandong/zibo/zhoucunsanjinjituan/
300,36.825208,117.926305,"Vocational College, Zibo",shandong,http://aqicn.org/city/shandong/zibo/zhiyexueyuan/
301,36.905214,118.021824,"BDA, Zibo",shandong,http://aqicn.org/city/shandong/zibo/kaifaqu/
302,36.813618,118.060948,Zibo,zibo,http://aqicn.org/city/zibo/
303,34.850397,117.569545,"Shizhong District Government, Zaozhuang",shandong,http://aqicn.org/city/shandong/zaozhuang/shizhongquzhengfu/
304,34.818951,117.595345,"Sewage treatment plant, Zaozhuang",shandong,http://aqicn.org/city/shandong/zaozhuang/wushuichulichang/
305,34.790214,117.272455,"Xuecheng EPA, Zaozhuang",shandong,http://aqicn.org/city/shandong/zaozhuang/xuechengquhuanbaoju/
306,34.772806,117.57647,"Yicheng District government, Zaozhuang",shandong,http://aqicn.org/city/shandong/zaozhuang/yichengquzhengfu/
307,34.579462,117.741067,"Taierzhuang EPA, Zaozhuang",shandong,http://aqicn.org/city/shandong/zaozhuang/taierzhuanghuanbaoju/
308,35.070373,117.457691,"Shanting EPA, Zaozhuang",shandong,http://aqicn.org/city/shandong/zaozhuang/shantingquhuanbaoju/
309,34.809466,117.320608,"City EPA, Zaozhuang",shandong,http://aqicn.org/city/shandong/zaozhuang/shihuanbaoju/
310,34.821779,117.363495,"High-tech zone, Zaozhuang",shandong,http://aqicn.org/city/shandong/zaozhuang/gaoxinqu/
311,34.809693,117.329634,Zaozhuang,zaozhuang,http://aqicn.org/city/zaozhuang/
312,37.432052,118.672871,"City EPA, Dongying",shandong,http://aqicn.org/city/shandong/dongying/shihuanbaoju/
313,37.438653,118.630567,"Vocational College, Dongying",shandong,http://aqicn.org/city/shandong/dongying/zhiyexueyuan/
314,37.442419,118.510222,"Xianhe Oil Production Plant, Dongying",shandong,http://aqicn.org/city/shandong/dongying/xianhecaiyouchang/
315,37.445072,118.55839,"Gengjin village, Dongying",shandong,http://aqicn.org/city/shandong/dongying/gengjingcun/
316,37.466599,118.508012,"City environmental company, Dongying",shandong,http://aqicn.org/city/shandong/dongying/shihuanbaogongsi/
317,37.883786,118.522171,"Hekou  district, Dongying",shandong,http://aqicn.org/city/shandong/dongying/hekouqu/
318,37.435162,118.701827,"BDA, Dongying",shandong,http://aqicn.org/city/shandong/dongying/kaifaqu/
319,37.435429,118.680434,Dongying,dongying,http://aqicn.org/city/dongying/
320,37.544126,121.376956,"Bearing Factory, Yantai",shandong,http://aqicn.org/city/shandong/yantai/zhouchengchang/
321,37.547148,121.323695,"Xijiao Chemical Station, Yantai",shandong,http://aqicn.org/city/shandong/yantai/xijiaohuagongzhan/
322,37.472245,121.260116,"Fushan Monitoring Stations, Yantai",shandong,http://aqicn.org/city/shandong/yantai/fushanqujiancezhan/
323,37.376681,121.586509,"Mouping EPA, Yantai",shandong,http://aqicn.org/city/shandong/yantai/moupingquhuanbaoju/
324,37.478422,121.44829,"Laishan EPA, Yantai",shandong,http://aqicn.org/city/shandong/yantai/laishanquhuanbaoju/
325,37.4271,121.408386,"Laishan Shengquan Industrial Park, Yantai",shandong,http://aqicn.org/city/shandong/yantai/laishanshengquangongyeyuan/
326,37.423568,121.511838,"China Agricultural University, Yantai",shandong,http://aqicn.org/city/shandong/yantai/zhongguonongyedaxue/
327,37.560827,121.257954,"BDA EPA, Yantai",shandong,http://aqicn.org/city/shandong/yantai/kaifaquhuanbaoju/
328,37.603405,121.147369,"BDA zone B, Yantai",shandong,http://aqicn.org/city/shandong/yantai/kaifaqubqu/
329,37.673849,121.071465,"Dajijia, Yantai",shandong,http://aqicn.org/city/shandong/yantai/dajijia/
330,37.464793,121.453142,Yantai,yantai,http://aqicn.org/city/yantai/
331,36.720022,119.054064,"BDA, Weifang",shandong,http://aqicn.org/city/shandong/weifang/jingjikaifaqu/
332,36.682442,119.105909,"Business School, Weifang",shandong,http://aqicn.org/city/shandong/weifang/shangxiao/
333,36.773484,119.199705,"Hanting District, Weifang",shandong,http://aqicn.org/city/shandong/weifang/hantingqu/
334,36.657635,119.167266,"Gongda Company, Weifang",shandong,http://aqicn.org/city/shandong/weifang/gongdagongsi/
335,36.701272,119.16838,"City EPA, Weifang",shandong,http://aqicn.org/city/shandong/weifang/shihuanbaoju/
336,36.702422,119.145927,"City Arbitration Committee, Weifang",shandong,http://aqicn.org/city/shandong/weifang/shizhongcaiwei/
337,36.641581,119.11679,"Xinhui Group, Weifang",shandong,http://aqicn.org/city/shandong/weifang/xinhuijituan/
338,36.773611,119.115539,"Jincheng Middle School, Weifang",shandong,http://aqicn.org/city/shandong/weifang/jinchengzhongxue/
339,36.707217,119.167638,Weifang,weifang,http://aqicn.org/city/weifang/
340,35.408443,116.623917,"City Monitoring Station, Jining",shandong,http://aqicn.org/city/shandong/jining/shijiancezhan/
341,35.364286,116.609177,"Sewage treatment plant, Jining",shandong,http://aqicn.org/city/shandong/jining/wushuichulichang/
342,35.390473,116.552956,"Electrochemical Factory, Jining",shandong,http://aqicn.org/city/shandong/jining/dianhuachang/
343,35.390484,116.662995,"Rencheng BDA, Jining",shandong,http://aqicn.org/city/shandong/jining/renchengkaifaqu/
344,35.44235,116.601682,"Agricultural School, Jining",shandong,http://aqicn.org/city/shandong/jining/nongyexuexiao/
345,35.436377,116.642953,"BDA Huojucheng, Jining",shandong,http://aqicn.org/city/shandong/jining/kaifaquhuojucheng/
346,35.414473,116.59239,Jining,jining,http://aqicn.org/city/jining/
347,36.194362,117.159648,"Taishan monitoring station, Taian",shandong,http://aqicn.org/city/shandong/taian/taishanjiancezhan/
348,36.176071,117.12413,"Shandong Electric Power School, Taian",shandong,http://aqicn.org/city/shandong/taian/shandongdianlixuexiao/
349,36.194417,117.104131,"Population Education school, Taian",shandong,http://aqicn.org/city/shandong/taian/renkouxuexiao/
350,36.204863,117.19015,"Houfeng company, Taian",shandong,http://aqicn.org/city/shandong/taian/houfenggongsi/
351,36.170179,117.165191,"Nongda new campus, Taian",shandong,http://aqicn.org/city/shandong/taian/nongdaxinxiao/
352,36.202126,117.047068,"Transportation technical school, Taian",shandong,http://aqicn.org/city/shandong/taian/jiaotongjixiao/
353,36.116621,117.107458,"ICT Technology, Taian",shandong,http://aqicn.org/city/shandong/taian/xintongkeji/
354,36.200502,117.093682,Taian,taian,http://aqicn.org/city/taian/
355,37.513939,122.067058,"City Environmental Monitoring Station, Weihai",shandong,http://aqicn.org/city/shandong/weihai/shihuanjingjiancezhan/
356,37.325455,122.160777,"Woodworking Factory, Weihai",shandong,http://aqicn.org/city/shandong/weihai/mugongjixiechang/
357,37.514641,122.146276,"Lantian Hotel, Weihai",shandong,http://aqicn.org/city/shandong/weihai/lantianbinguan/
358,37.485561,122.049436,"Zhang village government, Weihai",shandong,http://aqicn.org/city/shandong/weihai/zhangcunzhengfu/
359,37.534919,122.056294,"Gao District Bank, Weihai",shandong,http://aqicn.org/city/shandong/weihai/gaoqujiaoxing/
360,37.427951,122.130811,"Huxia technical school, Weihai",shandong,http://aqicn.org/city/shandong/weihai/huaxiajixiao/
361,37.5141,122.125477,Weihai,weihai,http://aqicn.org/city/weihai/
362,35.4075,119.526008,"City governement square, Rizhao",shandong,http://aqicn.org/city/shandong/rizhao/shizhengfuguangchang/
363,35.381297,119.55396,"Port Authority, Rizhao",shandong,http://aqicn.org/city/shandong/rizhao/gangwuju/
364,35.388683,119.496405,"City Monitoring Station, Rizhao",shandong,http://aqicn.org/city/shandong/rizhao/shijiancezhan/
365,35.462161,119.574193,"Professor Garden, Rizhao",shandong,http://aqicn.org/city/shandong/rizhao/jiaoshouhuayuan/
366,35.441939,119.538187,"Vocational and Technical College, Rizhao",shandong,http://aqicn.org/city/shandong/rizhao/zhiyejishuxueyuan/
367,35.293405,119.345716,"Lanshan EPA branch, Rizhao",shandong,http://aqicn.org/city/shandong/rizhao/lanshanhuanbaofenju/
368,35.373339,119.514108,"Jinma Industrial Park, Rizhao",shandong,http://aqicn.org/city/shandong/rizhao/jinmagongyeyuan/
369,35.416089,119.532316,Rizhao,rizhao,http://aqicn.org/city/rizhao/
370,36.205028,117.700917,"Vegetable oil factory, Laiwu",shandong,http://aqicn.org/city/shandong/laiwu/zhiwuyouchang/
371,36.266067,117.652769,"Nursing home, Laiwu",shandong,http://aqicn.org/city/shandong/laiwu/laoniangongyu/
372,36.245086,117.739025,"Xinyi middle school, Laiwu",shandong,http://aqicn.org/city/shandong/laiwu/xinyizhongxue/
373,36.208125,117.730959,"Risheng International School, Laiwu",shandong,http://aqicn.org/city/shandong/laiwu/richengguojixuexiao/
374,36.066836,117.871823,"Gangcheng EPA, Laiwu",shandong,http://aqicn.org/city/shandong/laiwu/gangchengquhuanbaoju/
375,36.228913,117.694797,"City EPA, Laiwu",shandong,http://aqicn.org/city/shandong/laiwu/shihuanbaoju/
376,36.213688,117.682612,Laiwu,laiwu,http://aqicn.org/city/laiwu/
377,35.061671,118.299527,"Lunan Pharmaceutical Factory, Linyi",shandong,http://aqicn.org/city/shandong/linyi/lunanzhiyaochang/
378,35.056752,118.34739,"Yihe compound, Linyi",shandong,http://aqicn.org/city/shandong/linyi/yihexiaoqu/
379,35.114777,118.293414,"Linyi University, Linyi",shandong,http://aqicn.org/city/shandong/linyi/linyidaxue/
380,35.104871,118.353518,City EPA,shandong,http://aqicn.org/city/shandong/linyi/shihuanbaojunanfang/
381,34.981004,118.282,"Xinguang woolen factory, Linyi",shandong,http://aqicn.org/city/shandong/linyi/xinguangmaofangchang/
382,34.998788,118.257275,"Hongfu Baijiu Factory, Linyi",shandong,http://aqicn.org/city/shandong/linyi/hongfujiuye/
383,37.071066,114.510749,Xingtai,xingtai,http://aqicn.org/city/xingtai/
384,35.089354,118.40812,"Hedong insurance company, Linyi",shandong,http://aqicn.org/city/shandong/linyi/hedongbaoxiangongsi/
385,35.010082,118.435749,"Jianghua vehicule center, Linyi",shandong,http://aqicn.org/city/shandong/linyi/jianghuaqimao/
386,35.10428,118.362202,Linyi,linyi,http://aqicn.org/city/linyi/
387,37.466063,116.314134,"Heima group, Dezhou",shandong,http://aqicn.org/city/shandong/dezhou/heimajituan/
388,37.433107,116.377312,"Monitoring station, Dezhou",shandong,http://aqicn.org/city/shandong/dezhou/jiancezhan/
389,37.449689,116.324709,"Supervision Station, Dezhou",shandong,http://aqicn.org/city/shandong/dezhou/jianlizhan/
390,37.462809,116.357559,"Huayu technical school, Dezhou",shandong,http://aqicn.org/city/shandong/dezhou/huayujixiao/
391,37.478848,116.316362,"Shuangyi group, Dezhou",shandong,http://aqicn.org/city/shandong/dezhou/shuangyijituan/
392,37.434959,116.363366,Dezhou,dezhou,http://aqicn.org/city/dezhou/
393,36.444473,115.971733,"Dongchang District Government, Liaocheng",shandong,http://aqicn.org/city/shandong/liaocheng/dongchangquzhengfu/
394,36.456788,116.002383,"Light Machinery Factory No. 2, Liaocheng",shandong,http://aqicn.org/city/shandong/liaocheng/erqingjixiechang/
395,36.479537,115.989288,"City committee communist party school, Liaocheng",shandong,http://aqicn.org/city/shandong/liaocheng/shiweidangxiao/
396,36.431933,115.956974,"Customs, Liaocheng",shandong,http://aqicn.org/city/shandong/liaocheng/haiguan/
397,36.471124,115.960319,"Hongshun Garden, Liaocheng",shandong,http://aqicn.org/city/shandong/liaocheng/hongshunhuayuan/
398,36.459407,116.043621,"BDA, Liaocheng",shandong,http://aqicn.org/city/shandong/liaocheng/kaifaqu/
399,36.456792,115.991051,Liaocheng,liaocheng,http://aqicn.org/city/liaocheng/
400,37.38024,118.026895,"City EPA, Binzhou",shandong,http://aqicn.org/city/shandong/binzhou/shihuanbaoju/
401,37.38374,117.988996,"Beizhong new school, Binzhou",shandong,http://aqicn.org/city/shandong/binzhou/beizhongxinxiao/
402,37.36155,118.002648,"No.2 water factory, Binzhou",shandong,http://aqicn.org/city/shandong/binzhou/diershuichang/
403,37.396138,117.943609,"Keling Chemical factory, Binzhou",shandong,http://aqicn.org/city/shandong/binzhou/kelinghuagong/
404,37.356122,117.943326,"Yinhe logistics company, Binzhou",shandong,http://aqicn.org/city/shandong/binzhou/yinhewuliu/
405,37.36815,117.978964,"Bilin compond, Binzhou",shandong,http://aqicn.org/city/shandong/binzhou/bilinxiaoqu/
406,37.382639,117.976606,Binzhou,binzhou,http://aqicn.org/city/binzhou/
407,35.248625,115.428775,"Bureau of Meteorology, Heze",shandong,http://aqicn.org/city/shandong/heze/qixiangju/
408,35.222517,115.531511,"Sewage treatment plant, Heze",shandong,http://aqicn.org/city/shandong/heze/wushuichulichang/
409,35.237125,115.480591,"Municipal CPPCC, Heze",shandong,http://aqicn.org/city/shandong/heze/shizhengxie/
410,35.261463,115.524873,"Huarun Pharmaceutical Company, Heze",shandong,http://aqicn.org/city/shandong/heze/huarunzhiyao/
411,35.269706,115.460934,"Heze University, Heze",shandong,http://aqicn.org/city/shandong/heze/hezexueyuan/
412,35.233354,115.486503,Heze,heze,http://aqicn.org/city/heze/
413,38.03155,114.547873,"Shiji Park, Shijiazhuang",hebei,http://aqicn.org/city/hebei/shijiazhuangshi/shijigongyuan/
414,38.012764,114.473163,"Xinan College, Shijiazhuang",hebei,http://aqicn.org/city/hebei/shijiazhuangshi/xinangaojiao/
415,38.055503,114.569816,"Chemical College, Shijiazhuang",hebei,http://aqicn.org/city/hebei/shijiazhuangshi/huagongxuexiao/
416,38.051784,114.461209,"Worker hospital, Shijiazhuang",hebei,http://aqicn.org/city/hebei/shijiazhuangshi/zhigongyiyuan/
417,38.140638,114.508038,"Northwest Water Company, Shijiazhuang",hebei,http://aqicn.org/city/hebei/shijiazhuangshi/xibeishuiyuan/
418,38.040482,114.610775,"High-tech zone, Shijiazhuang",hebei,http://aqicn.org/city/hebei/shijiazhuangshi/gaoxinqu/
659,40.658597,109.846051,Baotou,baotou,http://aqicn.org/city/baotou/
419,37.910829,114.360264,"Fenglong Montain, Shijiazhuang",hebei,http://aqicn.org/city/hebei/shijiazhuangshi/fenglongshan/
420,38.042926,114.520834,Shijiazhuang,shijiazhuang,http://aqicn.org/city/shijiazhuang/
421,39.659306,118.190271,"No. 12 middle school, Tangshan",hebei,http://aqicn.org/city/hebei/tangshanshi/12zhong/
422,39.669255,118.225185,"Ceramics Company, Tangshan",hebei,http://aqicn.org/city/hebei/tangshanshi/taocigongsi/
423,39.642301,118.191265,"Commodities Bureau, Tangshan",hebei,http://aqicn.org/city/hebei/tangshanshi/wuziju/
424,39.644375,118.150383,"Leidazhanzi Station, Tangshan",hebei,http://aqicn.org/city/hebei/tangshanshi/leidazhanzizhan/
425,39.632334,118.17232,"Supply and marketing cooperatives, Tangshan",hebei,http://aqicn.org/city/hebei/tangshanshi/gongxiaoshe/
426,39.632175,118.186472,Tangshan,tangshan,http://aqicn.org/city/tangshan/
427,39.958109,119.607773,"City Monitoring Station, Qinhuangdao",hebei,http://aqicn.org/city/hebei/qinhuangdaoshi/shijiancezhan/
428,39.829209,119.53194,"Beidaihe, Qinhuangdao",hebei,http://aqicn.org/city/hebei/qinhuangdaoshi/beidaihe/
429,40.019298,119.767898,"Shanhai Pass, Qinhuangdao",hebei,http://aqicn.org/city/hebei/qinhuangdaoshi/diyiguan/
430,39.943187,119.542912,"Contruction Plazz, Qinhuangdao",hebei,http://aqicn.org/city/hebei/qinhuangdaoshi/jianshedaxia/
431,39.93711,119.612769,"City government, Qinhuangdao",hebei,http://aqicn.org/city/hebei/qinhuangdaoshi/shizhengfu/
432,39.936485,119.606263,Qinhuangdao,qinhuangdao,http://aqicn.org/city/qinhuangdao/
433,36.620197,114.501891,"CongTai Park, Handan",hebei,http://aqicn.org/city/hebei/handanshi/congtaigongyuan/
434,36.618145,114.518822,"City EPA, Handan",hebei,http://aqicn.org/city/hebei/handanshi/shihuanbaoju/
435,36.616064,114.548714,"East Sewage Factory, Handan",hebei,http://aqicn.org/city/hebei/handanshi/dongwushui/
436,36.578149,114.509854,"Mine Hospital, Handan",hebei,http://aqicn.org/city/hebei/handanshi/kuangyuan/
437,37.096415,114.538799,"Road and Bridge Corporation, Xingtai",hebei,http://aqicn.org/city/hebei/xingtaishi/luqiaogongsi/
438,37.097563,114.488001,"Dahuo fontain, Xingtai",hebei,http://aqicn.org/city/hebei/xingtaishi/dahuoquan/
439,37.053404,114.531819,"Xingtai Normal College, Xingtai",hebei,http://aqicn.org/city/hebei/xingtaishi/xingshigaozhuan/
440,37.06253,114.490985,"Environment protection office, Xingtai",hebei,http://aqicn.org/city/hebei/xingtaishi/huanbaoju/
441,38.871737,115.527103,"City Monitoring Station, Baoding",hebei,http://aqicn.org/city/hebei/baodingshi/shijiancezhan/
442,38.842891,115.467326,"Surface water Company, Baoding",hebei,http://aqicn.org/city/hebei/baodingshi/dibiaoshuichang/
443,38.896748,115.528102,"Huadian II, Baoding",hebei,http://aqicn.org/city/hebei/baodingshi/huadianerqu/
444,38.911905,115.477301,"Reception Center, Baoding",hebei,http://aqicn.org/city/hebei/baodingshi/jiedaizhongxin/
445,38.876949,115.448383,"Film Factory, Baoding",hebei,http://aqicn.org/city/hebei/baodingshi/jiaopianchang/
446,38.863815,115.499212,"Natatorium, Baoding",hebei,http://aqicn.org/city/hebei/baodingshi/youyongguan/
447,38.874791,115.471124,Baoding,baoding,http://aqicn.org/city/baoding/
448,40.770279,114.909106,"Century Compound, Zhangjiakou",hebei,http://aqicn.org/city/hebei/zhangjiakoushi/shijihaoyuan/
449,40.874362,114.910119,"North Pumping Station, Zhangjiakou",hebei,http://aqicn.org/city/hebei/zhangjiakoushi/beibengfang/
450,40.81232,114.887119,"Hardware Warehouse, Zhangjiakou",hebei,http://aqicn.org/city/hebei/zhangjiakoushi/wujinku/
451,40.796301,114.89811,"Tanji Chang, Zhangjiakou",hebei,http://aqicn.org/city/hebei/zhangjiakoushi/tanjichang/
452,40.825744,114.893659,Zhangjiakou,zhangjiakou,http://aqicn.org/city/zhangjiakou/
453,40.917557,117.972331,"Railway, Chengde",hebei,http://aqicn.org/city/hebei/chengdeshi/tielu/
454,40.974625,117.824437,"Cultural Center, Chengde",hebei,http://aqicn.org/city/hebei/chengdeshi/wenhuazhongxin/
455,40.985582,117.958304,"Bank of China, Chengde",hebei,http://aqicn.org/city/hebei/chengdeshi/zhongguoyinxing/
456,40.937567,117.969325,"BDA, Chengde",hebei,http://aqicn.org/city/hebei/chengdeshi/kaifaqu/
457,41.012579,117.94428,"Ligong, Chengde",hebei,http://aqicn.org/city/hebei/chengdeshi/ligong/
458,40.955652,117.968737,Chengde,chengde,http://aqicn.org/city/chengde/
459,38.323507,116.876746,"Municipal EPB, Cangzhou",hebei,http://aqicn.org/city/hebei/cangzhoushi/cangzhoushihuanbaoju/
460,38.299495,116.890734,"Cangxian Urban Construction Bureau, Cangzhou",hebei,http://aqicn.org/city/hebei/cangzhoushi/cangxianchengjianju/
461,38.325525,116.863761,"TV Broadcast Station, Cangzhou",hebei,http://aqicn.org/city/hebei/cangzhoushi/dianshizhuanbozhan/
462,38.305035,116.844625,Cangzhou,cangzhou,http://aqicn.org/city/cangzhou/
463,39.558157,116.720995,"Environmental Monitoring Supervision Center, Langfang",hebei,http://aqicn.org/city/hebei/langfangshi/huanjingjiancejianlizhongxin/
464,39.519096,116.689914,"TCM Medical Material Company, Langfang",hebei,http://aqicn.org/city/hebei/langfangshi/yaocaigongsi/
465,39.576175,116.779041,"BDA, Langfang",hebei,http://aqicn.org/city/hebei/langfangshi/kaifaqu/
466,39.53517,116.743027,"North China Institute of Aerospace, Langfang",hebei,http://aqicn.org/city/hebei/langfangshi/beihuahangtianxueyuan/
467,39.539148,116.689668,Langfang,langfang,http://aqicn.org/city/langfang/
468,37.739679,115.695929,"Hengshui City EPB, Hengshui",hebei,http://aqicn.org/city/hebei/hengshuishi/hengshuishihuanbaoju/
469,37.738593,115.648837,"Environmental Monitoring Station, Hengshui",hebei,http://aqicn.org/city/hebei/hengshuishi/huanjingjiancezhan/
470,37.758686,115.70094,"Electrical Machine North Factory, Hengshui",hebei,http://aqicn.org/city/hebei/hengshuishi/dianjibeichang/
471,37.739562,115.676066,Hengshui,hengshui,http://aqicn.org/city/hengshui/
472,39.098136,117.157621,"Fukang road, Tianjin",tianjin,http://aqicn.org/city/tianjin/fukanglu/
473,39.174022,117.199688,"Nankou road, Tianjin",tianjin,http://aqicn.org/city/tianjin/nankoulu/
474,39.166588,117.15104,"Qinjian street, Tianjin",tianjin,http://aqicn.org/city/tianjin/qinjiandao/
475,39.120958,117.195112,"Nanjing Road, Tianjin",tianjin,http://aqicn.org/city/tianjin/nanjinglu/
476,39.111811,117.25147,"Dazhigu No.8 road, Tianjin",tianjin,http://aqicn.org/city/tianjin/dazhigubahaolu/
477,39.09371,117.207981,"Qianjin street, Tianjin",tianjin,http://aqicn.org/city/tianjin/qianjindao/
478,39.227167,117.191293,"Huaihe street, Tianjin",tianjin,http://aqicn.org/city/tianjin/huaihedao/
479,39.134752,117.275125,"Xiangshan street, Tianjin",tianjin,http://aqicn.org/city/tianjin/xiangshandao/
480,39.088177,117.320884,"Yuejin Road, Tianjin",tianjin,http://aqicn.org/city/tianjin/yuejinlu/
481,39.064463,117.231268,"Zhujiang street, Tianjin",tianjin,http://aqicn.org/city/tianjin/zhujiangdao/
482,39.035228,117.713424,"No.4 street, Tianjin",tianjin,http://aqicn.org/city/tianjin/disidajie/
483,38.840392,117.463805,"Yongming road, Tianjin",tianjin,http://aqicn.org/city/tianjin/yongminglu/
484,39.138671,117.010083,"Xinhua street, Tianjin",tianjin,http://aqicn.org/city/tianjin/xinhuadao/
485,38.985659,117.381254,"Jingu Road, Tianjin",tianjin,http://aqicn.org/city/tianjin/jingulu/
486,39.021768,117.656454,"Tanggu Yingkou street, Tianjin",tianjin,http://aqicn.org/city/tianjin/tangguyingkoudao/
487,39.248392,117.798043,"Hexi Yijing road, Tianjin",tianjin,http://aqicn.org/city/tianjin/hexiyijinglu/
488,39.720075,117.310588,"Jianshe Road, Tianjin",tianjin,http://aqicn.org/city/tianjin/jianshelu/
489,39.373857,117.050329,"Quanzhou South road, Tianjin",tianjin,http://aqicn.org/city/tianjin/quanzhounanlu/
490,40.043144,117.451062,"Donghuan road, Tianjin",tianjin,http://aqicn.org/city/tianjin/donghuanlu/
491,38.920418,117.16299,"Tuanpowa, Tianjin",tianjin,http://aqicn.org/city/tianjin/tuanbowa/
492,39.329193,117.822791,"Guangming Road, Tianjin",tianjin,http://aqicn.org/city/tianjin/guangminglu/
493,38.943857,116.920624,"Beiwei No.2 road, Tianjin",tianjin,http://aqicn.org/city/tianjin/beiweierlu/
494,39.079608,117.096583,"Haitai fazhan No.2 road, Tianjin",tianjin,http://aqicn.org/city/tianjin/haitaifazhanerlu/
495,39.152244,117.381309,"Hangtian road, Tianjin",tianjin,http://aqicn.org/city/tianjin/hangtianlu/
496,39.159768,117.770477,"Hanbei road, Tianjin",tianjin,http://aqicn.org/city/tianjin/hanbeilu/
497,39.51757,117.349635,"Baobai highway, Tianjin",tianjin,http://aqicn.org/city/tianjin/baobaigonglu/
498,39.085164,117.207281,Tianjin,tianjin,http://aqicn.org/city/tianjin/
499,30.24371,120.132762,"Wolong bridge, Hangzhou",zhejiang,http://aqicn.org/city/zhejiang/hangzhoushi/wolongqiao/
500,30.309669,120.124507,"Hemu primary school, Hangzhou",zhejiang,http://aqicn.org/city/zhejiang/hangzhoushi/hemuxiaoxue/
501,30.265601,120.197583,"Zhejiang Agricultural University, Hangzhou",zhejiang,http://aqicn.org/city/zhejiang/hangzhoushi/zhejiangnongda/
502,30.303516,120.352618,"Xiasha, Hangzhou",zhejiang,http://aqicn.org/city/zhejiang/hangzhoushi/xiasha/
503,30.178555,120.093142,"Yunqi, Hangzhou",zhejiang,http://aqicn.org/city/zhejiang/hangzhoushi/yunqi/
504,30.272425,120.068144,"Xixi, Hangzhou",zhejiang,http://aqicn.org/city/zhejiang/hangzhoushi/xixi/
505,30.179493,120.274184,"Chengxiang town, Hangzhou",zhejiang,http://aqicn.org/city/zhejiang/hangzhoushi/chengxiangzhen/
506,29.638139,119.031092,"Qiandao lake, Hangzhou",zhejiang,http://aqicn.org/city/zhejiang/hangzhoushi/qiandaohu/
507,30.415948,120.305059,"Linping town, Hangzhou",zhejiang,http://aqicn.org/city/zhejiang/hangzhoushi/linpingzhen/
508,30.048419,119.963469,"Fuyang monitoring station, Hangzhou",zhejiang,http://aqicn.org/city/zhejiang/hangzhoushifuyangshi/fuyangjiancezhan/
509,30.044303,119.956356,"No.2 Middle School, Hangzhou",zhejiang,http://aqicn.org/city/zhejiang/hangzhoushifuyangshi/zhenerzhong/
510,30.234185,119.723503,"City Hall, Hangzhou",zhejiang,http://aqicn.org/city/zhejiang/hangzhoushilinanshi/shifudalou/
511,30.229428,119.699591,"No. 4 middle school, Hangzhou",zhejiang,http://aqicn.org/city/zhejiang/hangzhoushilinanshi/disizhongxue/
512,30.271756,120.159765,Hangzhou,hangzhou,http://aqicn.org/city/hangzhou/
513,28.009715,120.679129,"City Station, Wenzhou",zhejiang,http://aqicn.org/city/zhejiang/wenzhoushi/shizhan/
514,28.001846,120.641982,"Ouhai, Wenzhou",zhejiang,http://aqicn.org/city/zhejiang/wenzhoushi/ouhai/
515,27.968122,120.768393,"Longwan, Wenzhou",zhejiang,http://aqicn.org/city/zhejiang/wenzhoushi/longwan/
516,27.981763,120.683685,"Nanpu, Wenzhou",zhejiang,http://aqicn.org/city/zhejiang/wenzhoushi/nanpu/
517,27.990985,120.703425,Wenzhou,wenzhou,http://aqicn.org/city/wenzhou/
518,30.75437,120.767373,"Monitoring station, Jiaxing",zhejiang,http://aqicn.org/city/zhejiang/jiaxingshi/jiancezhan/
519,30.745099,120.735004,"Jiaxing University, Jiaxing",zhejiang,http://aqicn.org/city/zhejiang/jiaxingshi/jiaxingxueyuan/
520,30.775685,120.747969,"Qinghe Primary School, Jiaxing",zhejiang,http://aqicn.org/city/zhejiang/jiaxingshi/qinghexiaoxue/
521,30.751627,120.762862,Jiaxing,jiaxing,http://aqicn.org/city/jiaxing/
522,30.891155,120.096593,"Chengbei water plant, Huzhou",zhejiang,http://aqicn.org/city/zhejiang/huzhoushi/chengbeishuichang/
