locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1,Dongcheng Dongsi,,39.9304,116.423239,-,-,-,-,-,-,-,-,0,-,-,20150105170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,164,96,9,29,27,37,7,-9,1017,31,4,20150105170000
3,West Park officials,,39.930333,116.345162,188,113,5,54,55,43,4,-9,1017,39,3,20150105170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,160,101,9,33,33,38,7,-9,1017,31,4,20150105170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,42,54,18,1,2,16,4,-18,1024,19,8,20150105170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,108,85,13,14,9,34,11,-12,1017,19,5,20150105170000
7,Haidian Wanliu,,39.988245,116.293062,200,125,5,43,39,53,7,-9,1017,31,4,20150105170000
8,The Haidian northern New Area,,40.091313,116.180194,93,66,6,20,16,83,11,-12,1017,19,5,20150105170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,214,189,5,49,40,42,1,-8,1015,52,1,20150105170000
10,Fengtai garden,,39.86423,116.285037,225,128,1,53,51,46,1,-8,1016,52,2,20150105170000
11,Fengtai Yungang,,39.82535,116.152237,388,194,7,80,56,34,2,-9,1017,44,1,20150105170000
12,Shijingshan city,,39.915286,116.190144,266,138,16,56,48,50,-1,-7,1016,64,1,20150105170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,51,68,15,6,5,14,2,-21,1026,17,7,20150105170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,52,116,17,10,4,23,5,-19,1023,16,10,20150105170000
15,BDA,,39.796197,116.51197,233,131,3,51,53,46,7,-9,1017,31,4,20150105170000
16,Tongzhou New Town,,39.887113,116.6689,38,10,23,10,4,5,-1,-24,1029,16,7,20150105170000
17,Shunyi New Town ,,40.128111,116.660908,21,15,27,5,2,3,-1,-24,1029,16,7,20150105170000
18,Changping Town,,40.218245,116.236084,320,177,11,67,66,35,2,-9,1017,44,1,20150105170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,57,61,13,2,3,30,10,-13,1018,19,10,20150105170000
20,Pinggu town,,40.144433,117.106563,43,41,21,6,2,17,5,-19,1023,16,10,20150105170000
21,Huairou town,,40.329104,116.63387,185,134,8,51,44,37,6,-9,1017,34,2,20150105170000
22,The town of Miyun,,40.371186,116.838053,89,105,13,4,3,31,10,-13,1018,19,10,20150105170000
23,Yanqing town,,40.454217,115.978106,287,158,8,57,46,47,0,-8,1015,55,3,20150105170000
24,Changping Dingling,,40.293269,116.226108,151,78,7,13,19,34,6,-9,1017,34,2,20150105170000
25,Badaling Northwest,,40.36623,115.994146,27,14,27,1,3,3,2,-21,1026,17,7,20150105170000
26,Miyun Reservoir,,40.500157,116.91701,67,106,19,1,2,17,8,-15,1020,18,7,20150105170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,79,95,15,9,4,20,8,-15,1020,18,7,20150105170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,277,142,2,55,36,34,3,-9,1017,41,1,20150105170000
29,"Yufazhen, Daxing",,39.521203,116.306026,403,212,1,61,36,52,0,-9,1017,51,0,20150105170000
30,"Liulihezhen, Fangshan",,39.581169,116.006089,33,26,17,8,7,28,5,-19,1023,16,10,20150105170000
31,"Qianmen E St, Dongcheng",,39.900402,116.401242,67,90,14,6,3,23,8,-15,1020,18,7,20150105170000
32,Yongdingmen Inner St,,39.877401,116.400238,175,108,2,30,27,41,7,-9,1017,31,4,20150105170000
33,Xizhimen N St,,39.955352,116.355187,194,102,6,42,47,46,0,-9,1017,51,0,20150105170000
34,South Ring Road,,39.857377,116.37421,65,90,10,21,5,18,5,-19,1023,16,10,20150105170000
35,East Fourth Ring Road,,39.940273,116.489075,278,148,1,32,44,62,0,-9,1017,51,0,20150105170000
36,Beijing,,39.955906,116.474246,300,154,3,54,48,45,3,-9,1017,41,1,20150105170000
37,Putuo,,31.232979,121.415378,164,68,24,37,15,11,10,4,1016,66,3,20150105170000
38,Yangpu Sipiao,,31.263795,121.540311,157,60,25,32,6,11,10,9,1015,94,3,20150105170000
39,Shanghai Normal College Primary Division,,31.199031,121.487719,154,57,19,29,7,13,11,10,1014,94,3,20150105170000
40,Dianshan Lake,,31.091338,120.982293,226,152,24,65,26,8,16,4,1012,45,2,20150105170000
41,Hongkou Liangcheng,,31.298906,121.47155,155,58,-,26,18,-,18,8,1013,52,5,20150105170000
42,Jingan,,31.224251,121.429637,147,53,22,20,11,9,11,10,1014,94,3,20150105170000
43,Shanghai Normal University,,31.163531,121.416643,174,107,28,63,23,8,16,3,1012,42,3,20150105170000
44,Chuansha,,31.188626,121.707342,134,60,-,12,8,-,18,8,1013,52,5,20150105170000
45,Zhangjiang,,31.204896,121.581215,170,86,36,50,15,10,15,7,1013,59,3,20150105170000
46,Lingshan Road,,31.226286,121.537317,151,55,29,45,19,7,19,5,1010,40,3,20150105170000
1080,City average,,31.228451,121.478227,177,82,9,48,14,12,9,4,1016,71,2,20150105170000
47,Shanghai,,31.202842,121.453493,189,130,9,73,21,11,15,8,1014,63,4,20150105170000
48,Guangzhou,,23.138517,113.263701,158,74,24,39,10,10,21,18,1014,83,1,20150105170000
49,"Huadu town, Guangzhou",,23.389121,113.220062,144,53,63,29,14,34,17,15,1013,88,1,20150105170000
50,"Luogang Zhenlong, Guangzhou",,23.308027,113.567032,152,84,46,39,17,17,18,15,1014,83,1,20150105170000
51,"LuHu, Guangzhou",,23.151743,113.281842,112,56,24,33,3,15,20,18,1014,88,1,20150105170000
52,"Tianhu, Guangzhou",,23.647433,113.629715,142,75,46,43,7,9,20,17,1013,83,0,20150105170000
53,"Zhudong, Guangzhou",,23.418406,113.078552,171,85,63,20,18,22,17,14,1013,82,1,20150105170000
54,"Modiesha station, Guangzhou",,23.103814,113.338238,109,68,12,51,6,9,21,17,1013,78,1,20150105170000
55,Zhuhai,,22.2677,113.581765,117,39,36,22,4,9,18,16,1014,88,3,20150105170000
1075,"Huicai technical school, Foshan",,23.039667,113.105492,124,54,59,36,16,11,18,15,1014,83,1,20150105170000
56,"Sanshuiyun donghai, Foshan",,23.185788,112.865368,147,56,36,20,14,11,18,15,1014,83,1,20150105170000
57,"Nanhai Bureau of Meteorology, Foshan",,23.046836,113.145764,127,54,66,37,13,13,18,14,1015,77,3,20150105170000
58,"Sanshui Monitoring Station, Foshan",,23.163551,112.890843,153,86,45,26,12,11,18,15,1014,83,1,20150105170000
1087,Foshan,,23.018995,113.126899,129,55,44,44,15,13,17,14,1013,82,1,20150105170000
59,"Ronggui street committee, Shunde",,22.762729,113.258356,137,59,73,41,19,11,17,15,1013,88,2,20150105170000
60,Shunde,,22.80246,113.298701,82,60,49,29,13,8,23,18,1012,73,0,20150105170000
61,"Donghu, Jiangmen",,22.590411,113.087351,156,64,19,24,6,7,18,16,1014,88,5,20150105170000
62,"Taoyuan Atmosphere Premier Station, Jiangmen",,22.72489,112.93404,91,49,41,10,36,10,18,16,1014,88,3,20150105170000
63,Jiangmen,,22.576047,113.087351,161,61,76,29,6,7,18,17,1013,94,2,20150105170000
64,"Kengkouzi station, Zhaoqing",,23.158865,112.570287,177,107,40,42,11,14,18,15,1014,83,1,20150105170000
65,"Mugangzi station, Zhaoqing",,23.067961,112.431934,173,109,31,46,29,22,18,14,1014,77,0,20150105170000
67,Zhaoqing,,23.044571,112.470346,142,96,-,13,14,-,-,-,0,-,-,20150105170000
68,"Jinguo Bay, Huizhou",,22.937223,114.385567,91,42,35,12,5,6,18,15,1014,83,2,20150105170000
1091,"Xiabu, Huizhou",,23.077493,114.410275,80,51,89,9,5,8,19,14,1014,73,3,20150105170000
69,"Xijiao, Huizhou",,23.338178,114.112867,151,53,32,12,27,10,19,14,1014,73,3,20150105170000
70,"Jiangbei, Huizhou",,23.111706,114.415274,163,92,47,59,5,13,19,17,1013,88,0,20150105170000
71,"Huiyang chuanhu, Huizhou",,22.814485,114.329292,89,54,42,14,4,9,19,17,1013,88,2,20150105170000
72,"Daya bay management committee, Huizhou",,22.739283,114.53631,102,35,50,16,7,6,17,16,0,91,3,20150105170000
73,Huizhou,,23.109349,114.421164,97,55,103,24,5,9,18,14,1013,77,2,20150105170000
74,"Guancheng No.2 water plant, Dongguan",,23.057294,113.753254,151,58,181,22,9,8,18,15,1014,83,2,20150105170000
75,"Dongcheng Shijing, Dongguan",,23.010039,113.799529,124,53,105,37,6,8,19,17,1014,88,1,20150105170000
76,"Nancheng Xiping, Dongguan",,22.963051,113.743494,132,61,193,44,8,9,19,14,1014,73,3,20150105170000
77,"Nancheng Yuanling, Dongguan",,23.025058,113.751308,139,60,203,45,10,9,19,14,1014,73,3,20150105170000
78,Dongguan,,23.017813,113.756958,139,60,203,51,10,9,19,14,1014,73,3,20150105170000
79,"Zimaling, Zhongshan",,22.505112,113.407183,91,43,20,5,7,9,18,16,1013,88,4,20150105170000
80,"Yangtze River tourist area, Zhongshan",,22.48589,113.439054,80,36,40,10,4,11,18,16,1014,88,3,20150105170000
81,"Huabai Park, Zhongshan",,22.51839,113.374362,117,58,30,31,8,14,18,16,1014,88,3,20150105170000
82,Zhongshan,,22.513997,113.398277,104,46,23,17,8,10,18,17,1013,94,2,20150105170000
83,"No.8 middle school, Shaoguan",,24.767777,113.583537,194,141,43,44,23,30,14,11,1015,74,1,20150105170000
83,"No.8 middle school, Shaoguan",,24.767777,113.583537,194,141,43,44,23,30,14,11,1015,74,1,20150105170000
84,"Forest area, Shaoguan",,24.796107,113.612131,203,147,44,17,40,22,14,11,1015,74,1,20150105170000
84,"Forest area, Shaoguan",,24.796106,113.612131,203,147,44,17,40,22,14,11,1015,74,1,20150105170000
86,"Shaoguan University, Shaoguan",,24.790864,113.646598,186,100,44,62,14,27,14,11,1015,74,1,20150105170000
86,"Shaoguan University, Shaoguan",,24.790864,113.646599,186,100,44,62,14,27,14,11,1015,74,1,20150105170000
88,"Qujiang Monitoring Station, Shaoguan",,24.683042,113.60157,221,185,19,56,51,16,17,15,1014,84,2,20150105170000
88,"Qujiang Monitoring Station, Shaoguan",,24.683042,113.60157,221,185,19,56,51,16,17,15,1014,84,2,20150105170000
89,Shaoguan,,24.807342,113.602712,196,139,40,12,42,15,15,11,1014,69,1,20150105170000
90,"Chaonanzi Station, Shantou",,23.251213,116.406762,247,134,48,33,24,20,16,15,1015,94,1,20150105170000
90,"Chaonanzi Station, Shantou",,23.251174,116.406606,247,134,48,33,24,20,16,15,1015,94,1,20150105170000
91,Shantou,,23.350642,116.686306,178,109,-,42,55,-,14,12,1016,88,2,20150105170000
92,"City Environmental Monitoring Station, Zhanjiang",,21.220431,110.397317,57,45,36,3,5,17,18,17,1013,97,2,20150105170000
93,"EPB Dormitory, Zhanjiang",,21.197376,110.406487,87,45,39,5,3,12,18,17,1013,97,2,20150105170000
94,"Xiashan Swimming Park, Zhanjiang",,21.200431,110.415655,87,47,37,5,9,18,22,20,1012,84,4,20150105170000
95,"Zhanjiang Theatre, Zhanjiang",,21.268177,110.366445,97,39,-,11,4,-,18,18,1014,100,2,20150105170000
96,"Mazhang EPA, Zhanjiang",,21.265486,110.335993,82,33,18,4,6,16,18,17,1013,97,2,20150105170000
