locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
369,Rizhao,,35.416089,119.532316,186,149,90,25,12,12,24,23,1009,88,0,20140908180000
474,"Qinjian street, Tianjin",,39.166588,117.15104,46,38,21,9,9,6,21,16,1009,73,2,20140908180000
1,Dongcheng Dongsi,,39.9304,116.423239,70,76,33,32,4,5,17,13,1009,77,1,20140908170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,98,67,34,31,2,4,17,13,1009,77,1,20140908170000
3,West Park officials,,39.930333,116.345162,92,62,34,31,3,4,17,13,1009,77,1,20140908170000
663,"Tianyi Road, Chifeng",,42.275552,118.88507,38,43,33,10,10,5,10,2,1012,44,1,20140908190000
4,West Wanshou Nishinomiya,,39.879354,116.358183,121,74,27,45,4,6,17,13,1009,77,1,20140908170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,80,78,28,38,2,3,17,13,1009,77,1,20140908170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,80,63,37,29,4,4,17,13,1009,77,1,20140908170000
7,Haidian Wanliu,,39.988245,116.293062,93,84,25,43,4,4,17,13,1009,77,1,20140908170000
8,The Haidian northern New Area,,40.091313,116.180194,78,81,20,31,3,3,17,13,1009,77,1,20140908170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,63,-,40,12,2,4,17,13,1009,77,1,20140908170000
10,Fengtai garden,,39.86423,116.285037,138,-,24,41,5,5,17,13,1009,77,1,20140908170000
11,Fengtai Yungang,,39.82535,116.152237,52,42,34,14,2,4,17,13,1009,77,1,20140908170000
12,Shijingshan city,,39.915286,116.190144,69,42,34,25,2,5,17,13,1009,77,1,20140908170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,109,64,25,20,3,5,17,13,1009,77,1,20140908170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,128,79,38,19,2,4,17,13,1009,77,1,20140908170000
15,BDA,,39.796197,116.51197,119,64,36,44,3,4,17,13,1009,77,1,20140908170000
16,Tongzhou New Town,,39.887113,116.6689,116,-,22,37,3,1,17,13,1009,77,1,20140908170000
17,Shunyi New Town ,,40.128111,116.660908,117,64,24,27,4,4,17,13,1009,77,1,20140908170000
18,Changping Town,,40.218245,116.236084,65,26,35,8,2,4,17,13,1009,77,1,20140908170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,59,19,32,7,2,4,17,13,1009,77,1,20140908170000
20,Pinggu town,,40.144433,117.106563,71,-,29,5,2,3,17,13,1009,77,1,20140908170000
21,Huairou town,,40.329104,116.63387,25,15,32,5,2,3,17,13,1009,77,1,20140908170000
22,The town of Miyun,,40.371186,116.838053,44,-,31,13,3,3,17,13,1009,77,1,20140908170000
23,Yanqing town,,40.454217,115.978106,84,46,21,24,2,4,17,13,1009,77,1,20140908170000
24,Changping Dingling,,40.293269,116.226108,51,20,31,7,2,3,17,13,1009,77,1,20140908170000
25,Badaling Northwest,,40.36623,115.994146,21,-,28,10,2,3,17,13,1009,77,1,20140908170000
26,Miyun Reservoir,,40.500157,116.91701,33,-,38,1,2,3,17,13,1009,77,1,20140908170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,38,22,38,8,2,2,17,13,1009,77,1,20140908170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,83,-,14,23,5,2,17,13,1009,77,1,20140908170000
29,"Yufazhen, Daxing",,39.521203,116.306026,72,43,20,10,2,3,17,13,1009,77,1,20140908170000
30,"Liulihezhen, Fangshan",,39.581169,116.006089,159,84,27,13,2,3,17,13,1009,77,1,20140908170000
31,"Qianmen E St, Dongcheng",,39.900402,116.401242,128,11,21,48,4,7,17,13,1009,77,1,20140908170000
32,Yongdingmen Inner St,,39.877401,116.400238,148,-,28,51,5,5,17,13,1009,77,1,20140908170000
33,Xizhimen N St,,39.955352,116.355187,90,67,19,38,4,3,17,13,1009,77,1,20140908170000
34,South Ring Road,,39.857377,116.37421,129,-,17,48,3,6,17,13,1009,77,1,20140908170000
35,East Fourth Ring Road,,39.940273,116.489075,88,-,27,31,2,5,17,13,1009,77,1,20140908170000
36,Beijing,,39.955906,116.474246,89,66,41,29,5,4,17,13,1009,77,1,20140908170000
37,Putuo,,31.232979,121.415378,95,33,45,9,5,5,26,20,1009,69,3,20140908170000
38,Yangpu Sipiao,,31.263795,121.540311,109,37,45,9,8,5,26,20,1009,69,3,20140908170000
39,Shanghai Normal College Primary Division,,31.199031,121.487719,101,34,41,14,6,10,26,20,1009,69,3,20140908170000
40,Dianshan Lake,,31.091338,120.982293,109,39,44,2,4,9,26,20,1009,69,3,20140908170000
41,Hongkou Liangcheng,,31.298906,121.47155,90,31,40,10,6,5,26,20,1009,69,3,20140908170000
42,Jingan,,31.224251,121.429637,89,30,42,11,7,8,26,20,1009,69,3,20140908170000
43,Shanghai Normal University,,31.163531,121.416643,111,38,47,16,7,8,26,20,1009,69,3,20140908170000
44,Chuansha,,31.188626,121.707342,83,27,37,7,5,5,26,20,1009,69,3,20140908170000
45,Zhangjiang,,31.204896,121.581215,70,49,46,8,5,5,26,20,1009,69,3,20140908170000
46,Lingshan Road,,31.226286,121.537317,90,39,45,9,4,5,26,20,1009,69,3,20140908170000
1080,City average,,31.228451,121.478227,91,36,42,10,6,6,26,20,1009,69,3,20140908170000
47,Shanghai,,31.202842,121.453493,101,34,42,14,7,10,26,20,1009,69,3,20140908170000
48,Guangzhou,,23.138517,113.263701,97,46,11,25,11,10,28,25,1008,84,0,20140908170000
49,"Huadu town, Guangzhou",,23.389121,113.220062,65,38,9,11,3,7,28,25,1008,84,0,20140908170000
50,"Luogang Zhenlong, Guangzhou",,23.308027,113.567032,82,30,14,11,4,9,28,25,1008,84,0,20140908170000
51,"LuHu, Guangzhou",,23.151743,113.281842,93,30,5,24,8,5,28,25,1008,84,0,20140908170000
52,"Tianhu, Guangzhou",,23.647433,113.629715,42,15,23,2,4,5,28,25,1008,84,0,20140908170000
53,"Zhudong, Guangzhou",,23.418406,113.078552,63,21,18,11,4,6,28,25,1008,84,0,20140908170000
54,"Modiesha station, Guangzhou",,23.103814,113.338238,65,51,7,20,3,7,28,25,1008,84,0,20140908170000
55,Zhuhai,,22.2677,113.581765,63,33,32,12,3,15,29,26,1008,84,6,20140908170000
