locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1,Dongcheng Dongsi,,39.9304,116.423239,107,88,35,43,6,5,22,13,1012,57,2,20140825170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,94,65,36,28,2,8,22,13,1012,57,2,20140825170000
3,West Park officials,,39.930333,116.345162,95,66,39,33,4,4,22,13,1012,57,2,20140825170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,120,70,32,45,2,6,22,13,1012,57,2,20140825170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,124,81,28,54,4,4,22,13,1012,57,2,20140825170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,85,66,41,38,4,4,22,13,1012,57,2,20140825170000
7,Haidian Wanliu,,39.988245,116.293062,103,82,28,47,6,4,22,13,1012,57,2,20140825170000
8,The Haidian northern New Area,,40.091313,116.180194,82,-,26,23,3,4,22,13,1012,57,2,20140825170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,70,-,47,16,2,17,22,13,1012,57,2,20140825170000
10,Fengtai garden,,39.86423,116.285037,108,-,35,30,5,5,22,13,1012,57,2,20140825170000
11,Fengtai Yungang,,39.82535,116.152237,102,67,37,29,3,5,22,13,1012,57,2,20140825170000
12,Shijingshan city,,39.915286,116.190144,143,119,35,53,4,6,22,13,1012,57,2,20140825170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,85,84,30,42,2,5,22,13,1012,57,2,20140825170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,82,60,41,23,2,4,22,13,1012,57,2,20140825170000
15,BDA,,39.796197,116.51197,99,-,44,30,4,4,22,13,1012,57,2,20140825170000
16,Tongzhou New Town,,39.887113,116.6689,99,-,29,69,4,7,22,13,1012,57,2,20140825170000
17,Shunyi New Town ,,40.128111,116.660908,95,101,30,35,2,3,22,13,1012,57,2,20140825170000
18,Changping Town,,40.218245,116.236084,54,34,37,17,2,3,22,13,1012,57,2,20140825170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,60,42,40,13,2,4,22,13,1012,57,2,20140825170000
20,Pinggu town,,40.144433,117.106563,66,5,30,9,2,3,22,13,1012,57,2,20140825170000
21,Huairou town,,40.329104,116.63387,41,40,30,6,2,3,22,13,1012,57,2,20140825170000
22,The town of Miyun,,40.371186,116.838053,60,-,21,23,4,4,22,13,1012,57,2,20140825170000
23,Yanqing town,,40.454217,115.978106,55,17,30,8,2,3,22,13,1012,57,2,20140825170000
24,Changping Dingling,,40.293269,116.226108,21,26,37,11,2,3,22,13,1012,57,2,20140825170000
25,Badaling Northwest,,40.36623,115.994146,52,30,23,8,2,4,22,13,1012,57,2,20140825170000
26,Miyun Reservoir,,40.500157,116.91701,34,-,37,2,2,2,22,13,1012,57,2,20140825170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,60,17,37,12,2,2,22,13,1012,57,2,20140825170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,92,-,12,27,14,2,22,13,1012,57,2,20140825170000
29,"Yufazhen, Daxing",,39.521203,116.306026,77,-,29,8,2,4,22,13,1012,57,2,20140825170000
30,"Liulihezhen, Fangshan",,39.581169,116.006089,105,69,36,14,2,1,22,13,1012,57,2,20140825170000
31,"Qianmen E St, Dongcheng",,39.900402,116.401242,142,-,24,56,5,7,22,13,1012,57,2,20140825170000
32,Yongdingmen Inner St,,39.877401,116.400238,151,-,22,58,6,6,22,13,1012,57,2,20140825170000
33,Xizhimen N St,,39.955352,116.355187,-,75,27,42,6,5,22,13,1012,57,2,20140825170000
34,South Ring Road,,39.857377,116.37421,137,102,10,64,4,8,22,13,1012,57,2,20140825170000
35,East Fourth Ring Road,,39.940273,116.489075,86,-,21,38,2,7,22,13,1012,57,2,20140825170000
36,Beijing,,39.955906,116.474246,85,88,41,43,6,5,22,13,1012,57,2,20140825170000
37,Putuo,,31.232979,121.415378,175,93,45,22,11,9,26,22,1013,78,1,20140825170000
38,Yangpu Sipiao,,31.263795,121.540311,179,78,48,18,5,9,26,22,1013,78,1,20140825170000
39,Shanghai Normal College Primary Division,,31.199031,121.487719,181,108,41,43,6,12,26,22,1013,78,1,20140825170000
40,Dianshan Lake,,31.091338,120.982293,200,114,57,24,14,13,26,22,1013,78,1,20140825170000
41,Hongkou Liangcheng,,31.298906,121.47155,174,82,42,18,10,10,26,22,1013,78,1,20140825170000
42,Jingan,,31.224251,121.429637,181,95,45,26,10,14,26,22,1013,78,1,20140825170000
43,Shanghai Normal University,,31.163531,121.416643,181,107,53,37,8,12,26,22,1013,78,1,20140825170000
