locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1,Dongcheng Dongsi,,39.9304,116.423239,137,75,19,33,10,12,1,-16,1028,28,1,20141217170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,233,156,19,51,33,20,-6,-14,1030,54,1,20141217170000
3,West Park officials,,39.930333,116.345162,170,92,20,48,18,14,-2,-15,1029,37,2,20141217170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,182,111,23,50,21,18,-2,-14,1029,40,2,20141217170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,160,103,19,30,19,8,-8,-15,1029,58,1,20141217170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,26,22,26,9,8,4,-3,-17,1030,34,5,20141217170000
7,Haidian Wanliu,,39.988245,116.293062,13,10,17,5,4,3,-3,-17,1030,34,5,20141217170000
8,The Haidian northern New Area,,40.091313,116.180194,199,118,2,47,19,20,-2,-14,1029,40,2,20141217170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,183,94,9,48,21,19,1,-16,1028,28,1,20141217170000
10,Fengtai garden,,39.86423,116.285037,198,132,7,53,30,18,-2,-14,1029,40,2,20141217170000
11,Fengtai Yungang,,39.82535,116.152237,166,83,18,24,17,8,-7,-17,1028,46,2,20141217170000
12,Shijingshan city,,39.915286,116.190144,187,127,23,48,30,19,-2,-15,1029,37,2,20141217170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,149,75,12,24,16,8,-4,-18,1028,34,4,20141217170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,162,92,18,28,22,6,-7,-16,1029,49,1,20141217170000
15,BDA,,39.796197,116.51197,17,23,29,7,6,5,-6,-18,1030,39,3,20141217170000
16,Tongzhou New Town,,39.887113,116.6689,185,106,3,38,26,16,-1,-16,1030,32,2,20141217170000
17,Shunyi New Town ,,40.128111,116.660908,165,96,18,6,2,8,2,-17,1028,24,2,20141217170000
18,Changping Town,,40.218245,116.236084,157,78,20,29,21,10,2,-17,1028,24,2,20141217170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,20,10,27,1,2,3,-3,-17,1030,34,5,20141217170000
