locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
36,Beijing,,39.955906,116.474246,166,112,22,48,10,6,8,3,1018,71,2,20141016170000
37,Putuo,,31.232979,121.415378,68,36,38,24,5,5,19,13,1023,68,2,20141016170000
1,Dongcheng Dongsi,,39.9304,116.423239,162,110,17,38,8,6,8,3,1018,71,2,20141016170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,156,93,20,38,4,6,8,3,1018,71,2,20141016170000
3,West Park officials,,39.930333,116.345162,185,98,17,41,6,6,8,3,1018,71,2,20141016170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,161,99,16,36,3,6,8,3,1018,71,2,20141016170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,160,121,14,51,7,6,8,3,1018,71,2,20141016170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,166,110,17,47,7,6,8,3,1018,71,2,20141016170000
7,Haidian Wanliu,,39.988245,116.293062,159,129,9,46,5,6,8,3,1018,71,2,20141016170000
8,The Haidian northern New Area,,40.091313,116.180194,153,92,8,32,5,8,8,3,1018,71,2,20141016170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,142,73,32,21,4,6,8,3,1018,71,2,20141016170000
10,Fengtai garden,,39.86423,116.285037,178,119,13,41,7,7,8,3,1018,71,2,20141016170000
11,Fengtai Yungang,,39.82535,116.152237,164,99,18,33,8,6,8,3,1018,71,2,20141016170000
12,Shijingshan city,,39.915286,116.190144,169,147,17,40,4,8,8,3,1018,71,2,20141016170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,169,127,11,37,5,8,8,3,1018,71,2,20141016170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,171,95,21,36,12,6,8,3,1018,71,2,20141016170000
15,BDA,,39.796197,116.51197,165,91,36,33,12,6,8,3,1018,71,2,20141016170000
16,Tongzhou New Town,,39.887113,116.6689,165,105,15,38,14,5,8,3,1018,71,2,20141016170000
17,Shunyi New Town ,,40.128111,116.660908,169,112,12,39,2,6,8,3,1018,71,2,20141016170000
18,Changping Town,,40.218245,116.236084,107,67,19,18,4,6,8,3,1018,71,2,20141016170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,95,53,11,21,4,7,8,3,1018,71,2,20141016170000
20,Pinggu town,,40.144433,117.106563,131,64,26,9,4,6,8,3,1018,71,2,20141016170000
21,Huairou town,,40.329104,116.63387,122,60,14,11,3,7,8,3,1018,71,2,20141016170000
22,The town of Miyun,,40.371186,116.838053,160,96,15,30,2,6,8,3,1018,71,2,20141016170000
23,Yanqing town,,40.454217,115.978106,121,59,16,25,2,5,8,3,1018,71,2,20141016170000
24,Changping Dingling,,40.293269,116.226108,142,66,26,7,3,4,8,3,1018,71,2,20141016170000
25,Badaling Northwest,,40.36623,115.994146,138,64,11,19,5,4,8,3,1018,71,2,20141016170000
26,Miyun Reservoir,,40.500157,116.91701,141,70,38,7,2,4,8,3,1018,71,2,20141016170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,151,93,36,10,15,4,8,3,1018,71,2,20141016170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,164,81,10,39,7,5,8,3,1018,71,2,20141016170000
29,"Yufazhen, Daxing",,39.521203,116.306026,160,95,22,21,6,4,8,3,1018,71,2,20141016170000
30,"Liulihezhen, Fangshan",,39.581169,116.006089,182,129,22,24,5,3,8,3,1018,71,2,20141016170000
31,"Qianmen E St, Dongcheng",,39.900402,116.401242,172,106,10,38,6,8,8,3,1018,71,2,20141016170000
32,Yongdingmen Inner St,,39.877401,116.400238,180,93,16,50,10,7,8,3,1018,71,2,20141016170000
33,Xizhimen N St,,39.955352,116.355187,-,-,-,-,-,-,-,-,0,-,-,20141016170000
34,South Ring Road,,39.857377,116.37421,177,-,4,38,2,6,8,3,1018,71,2,20141016170000
35,East Fourth Ring Road,,39.940273,116.489075,-,100,-,-,-,-,-,-,0,-,-,20141016170000
38,Yangpu Sipiao,,31.263795,121.540311,104,59,39,26,8,6,19,13,1023,68,2,20141016170000
39,Shanghai Normal College Primary Division,,31.199031,121.487719,87,58,39,24,5,10,19,13,1023,68,2,20141016170000
40,Dianshan Lake,,31.091338,120.982293,152,55,35,45,7,10,19,13,1023,68,2,20141016170000
41,Hongkou Liangcheng,,31.298906,121.47155,84,34,36,17,7,7,19,13,1023,68,2,20141016170000
42,Jingan,,31.224251,121.429637,74,59,36,18,7,7,19,13,1023,68,2,20141016170000
43,Shanghai Normal University,,31.163531,121.416643,70,62,39,22,8,10,19,13,1023,68,2,20141016170000
44,Chuansha,,31.188626,121.707342,74,49,37,13,5,5,19,13,1023,68,2,20141016170000
45,Zhangjiang,,31.204896,121.581215,88,55,38,18,7,5,19,13,1023,68,2,20141016170000
46,Lingshan Road,,31.226286,121.537317,65,59,40,23,7,5,19,13,1023,68,2,20141016170000
1080,City average,,31.228451,121.478227,79,54,38,20,6,6,19,13,1023,68,2,20141016170000
47,Shanghai,,31.202842,121.453493,91,62,44,22,7,11,19,13,1024,68,3,20141016170000
48,Guangzhou,,23.138517,113.263701,165,81,40,38,14,11,24,19,1018,73,2,20141016170000
49,"Huadu town, Guangzhou",,23.389121,113.220062,180,114,32,59,10,7,24,19,1018,73,2,20141016170000
50,"Luogang Zhenlong, Guangzhou",,23.308027,113.567032,168,106,32,33,8,15,24,19,1018,73,2,20141016170000
51,"LuHu, Guangzhou",,23.151743,113.281842,158,77,28,25,9,10,24,19,1018,73,2,20141016170000
52,"Tianhu, Guangzhou",,23.647433,113.629715,155,76,114,9,9,11,24,19,1018,73,2,20141016170000
53,"Zhudong, Guangzhou",,23.418406,113.078552,175,93,48,38,19,9,24,19,1018,73,2,20141016170000
54,"Modiesha station, Guangzhou",,23.103814,113.338238,147,92,41,41,15,6,24,19,1018,73,2,20141016170000
55,Zhuhai,,22.2677,113.581765,109,38,58,7,10,14,25,18,1018,65,9,20141016170000
1075,"Huicai technical school, Foshan",,23.039667,113.105492,158,72,45,17,10,8,24,19,1018,73,2,20141016170000
56,"Sanshuiyun donghai, Foshan",,23.185788,112.865368,174,102,47,25,23,12,24,19,1018,73,2,20141016170000
57,"Nanhai Bureau of Meteorology, Foshan",,23.046836,113.145764,139,65,50,12,5,10,24,19,1018,73,2,20141016170000
58,"Sanshui Monitoring Station, Foshan",,23.163551,112.890843,178,106,27,31,8,13,24,19,1018,73,2,20141016170000
1087,Foshan,,23.018995,113.126899,171,101,50,17,10,10,24,19,1018,73,2,20141016170000
59,"Ronggui street committee, Shunde",,22.762729,113.258356,119,65,75,18,18,9,23,19,1018,78,2,20141016170000
60,Shunde,,22.80246,113.298701,132,59,69,14,18,9,-,-,0,-,-,20141016170000
61,"Donghu, Jiangmen",,22.590411,113.087351,155,75,24,9,11,5,25,18,1018,65,8,20141016170000
62,"Taoyuan Atmosphere Premier Station, Jiangmen",,22.72489,112.93404,163,86,60,15,11,8,25,18,1018,65,8,20141016170000
63,Jiangmen,,22.576047,113.087351,157,75,69,14,14,12,25,18,1018,65,9,20141016170000
64,"Kengkouzi station, Zhaoqing",,23.158865,112.570287,180,89,146,18,17,10,24,19,1018,73,2,20141016170000
65,"Mugangzi station, Zhaoqing",,23.067961,112.431934,188,125,75,44,19,12,24,19,1018,73,2,20141016170000
67,Zhaoqing,,23.044571,112.470346,197,125,110,44,25,12,24,19,1018,73,1,20141016170000
68,"Jinguo Bay, Huizhou",,22.937223,114.385567,132,62,134,9,4,5,24,17,1018,65,6,20141016170000
1091,"Xiabu, Huizhou",,23.077493,114.410275,122,63,101,7,5,5,24,17,1018,65,6,20141016170000
69,"Xijiao, Huizhou",,23.338178,114.112867,152,59,33,11,4,9,24,17,1018,65,6,20141016170000
70,"Jiangbei, Huizhou",,23.111706,114.415274,112,82,117,15,5,6,24,17,1018,65,6,20141016170000
71,"Huiyang chuanhu, Huizhou",,22.814485,114.329292,117,53,109,7,5,7,24,17,1018,65,6,20141016170000
72,"Daya bay management committee, Huizhou",,22.739283,114.53631,124,51,109,9,6,5,24,17,1018,65,6,20141016170000
