locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
134,Yantian,,22.587949,114.266899,78,48,34,20,5,11,28,24,1007,79,4,20140905170000
1,Dongcheng Dongsi,,39.9304,116.423239,197,109,108,18,9,11,23,20,1011,83,2,20140905170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,198,99,111,16,4,9,23,20,1011,83,2,20140905170000
3,West Park officials,,39.930333,116.345162,199,109,100,16,5,10,23,20,1011,83,2,20140905170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,200,103,100,20,2,12,23,20,1011,83,2,20140905170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,201,104,83,28,3,8,23,20,1011,83,2,20140905170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,188,91,120,20,6,11,23,20,1011,83,2,20140905170000
7,Haidian Wanliu,,39.988245,116.293062,198,109,58,24,8,9,23,20,1011,83,2,20140905170000
8,The Haidian northern New Area,,40.091313,116.180194,189,89,41,21,2,7,23,20,1011,83,2,20140905170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,214,108,93,12,5,7,23,20,1011,83,2,20140905170000
10,Fengtai garden,,39.86423,116.285037,197,104,116,18,8,10,23,20,1011,83,2,20140905170000
11,Fengtai Yungang,,39.82535,116.152237,194,113,68,10,2,9,23,20,1011,83,2,20140905170000
12,Shijingshan city,,39.915286,116.190144,220,116,103,21,2,9,23,20,1011,83,2,20140905170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,188,87,69,12,2,11,23,20,1011,83,2,20140905170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,193,95,100,17,7,10,23,20,1011,83,2,20140905170000
15,BDA,,39.796197,116.51197,195,94,105,25,3,10,23,20,1011,83,2,20140905170000
16,Tongzhou New Town,,39.887113,116.6689,180,86,50,42,6,6,23,20,1011,83,2,20140905170000
17,Shunyi New Town ,,40.128111,116.660908,190,94,103,13,2,11,23,20,1011,83,2,20140905170000
18,Changping Town,,40.218245,116.236084,226,112,136,10,5,11,23,20,1011,83,2,20140905170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,204,121,77,32,2,9,23,20,1011,83,2,20140905170000
20,Pinggu town,,40.144433,117.106563,173,75,104,7,4,11,23,20,1011,83,2,20140905170000
21,Huairou town,,40.329104,116.63387,186,107,120,14,3,11,23,20,1011,83,2,20140905170000
22,The town of Miyun,,40.371186,116.838053,181,92,128,8,4,11,23,20,1011,83,2,20140905170000
23,Yanqing town,,40.454217,115.978106,204,89,136,12,3,10,23,20,1011,83,2,20140905170000
24,Changping Dingling,,40.293269,116.226108,185,103,130,6,2,9,23,20,1011,83,2,20140905170000
25,Badaling Northwest,,40.36623,115.994146,229,113,94,33,8,10,23,20,1011,83,2,20140905170000
26,Miyun Reservoir,,40.500157,116.91701,174,81,160,1,3,11,23,20,1011,83,2,20140905170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,160,70,108,11,4,7,23,20,1011,83,2,20140905170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,169,69,43,14,7,9,23,20,1011,83,2,20140905170000
