locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1,Dongcheng Dongsi,,39.9304,116.423239,57,25,26,29,8,6,3,-14,1033,28,6,20141224170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,55,38,19,15,15,4,-5,-14,1031,50,4,20141224170000
3,West Park officials,,39.930333,116.345162,51,12,9,15,2,16,-3,-14,1025,43,3,20141224170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,34,26,15,12,6,15,-5,-14,1028,50,4,20141224170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,160,103,19,30,19,8,-8,-15,1029,58,1,20141224170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,49,45,22,13,15,3,-5,-14,1031,50,4,20141224170000
7,Haidian Wanliu,,39.988245,116.293062,51,25,7,18,17,7,-2,-14,1030,40,5,20141224170000
8,The Haidian northern New Area,,40.091313,116.180194,58,37,5,12,14,12,-5,-14,1028,50,4,20141224170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,101,47,13,17,16,12,3,-15,1022,26,4,20141224170000
10,Fengtai garden,,39.86423,116.285037,67,40,1,28,9,27,0,-13,1025,38,2,20141224170000
11,Fengtai Yungang,,39.82535,116.152237,31,5,21,5,2,5,5,-15,1032,23,6,20141224170000
12,Shijingshan city,,39.915286,116.190144,65,20,27,20,12,4,3,-14,1033,28,6,20141224170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,71,50,5,20,15,6,1,-14,1034,32,5,20141224170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,38,29,9,23,14,5,-2,-13,1033,43,2,20141224170000
15,BDA,,39.796197,116.51197,32,20,19,16,6,6,-2,-14,1030,40,5,20141224170000
16,Tongzhou New Town,,39.887113,116.6689,53,33,17,11,10,5,5,-15,1032,23,7,20141224170000
17,Shunyi New Town ,,40.128111,116.660908,26,13,27,10,2,3,4,-15,1032,24,7,20141224170000
18,Changping Town,,40.218245,116.236084,62,44,22,14,12,5,4,-15,1032,24,7,20141224170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,13,19,19,4,4,7,-5,-14,1031,50,4,20141224170000
20,Pinggu town,,40.144433,117.106563,27,58,28,2,2,4,1,-14,1034,32,5,20141224170000
21,Huairou town,,40.329104,116.63387,20,25,24,9,4,6,-5,-14,1031,50,4,20141224170000
22,The town of Miyun,,40.371186,116.838053,13,13,24,6,4,6,-2,-13,1033,43,2,20141224170000
23,Yanqing town,,40.454217,115.978106,101,19,31,7,7,4,2,-14,1033,30,5,20141224170000
24,Changping Dingling,,40.293269,116.226108,38,30,19,3,3,5,-3,-14,1026,43,3,20141224170000
25,Badaling Northwest,,40.36623,115.994146,33,47,18,8,19,5,5,-15,1032,23,6,20141224170000
26,Miyun Reservoir,,40.500157,116.91701,37,18,26,2,2,2,-5,-14,1031,50,4,20141224170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,17,30,19,5,2,7,-5,-14,1031,50,4,20141224170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,59,17,18,8,7,4,5,-15,1032,23,7,20141224170000
29,"Yufazhen, Daxing",,39.521203,116.306026,62,22,23,8,4,5,3,-15,1032,26,7,20141224170000
30,"Liulihezhen, Fangshan",,39.581169,116.006089,67,20,3,28,17,68,-5,-14,1031,50,4,20141224170000
31,"Qianmen E St, Dongcheng",,39.900402,116.401242,56,28,17,13,15,4,-5,-14,1031,50,4,20141224170000
32,Yongdingmen Inner St,,39.877401,116.400238,42,29,13,13,11,5,-2,-14,1030,40,5,20141224170000
33,Xizhimen N St,,39.955352,116.355187,83,45,17,33,11,6,2,-14,1033,30,5,20141224170000
34,South Ring Road,,39.857377,116.37421,50,35,7,29,20,6,0,-14,1033,35,2,20141224170000
35,East Fourth Ring Road,,39.940273,116.489075,51,27,21,14,14,3,3,-15,1032,26,7,20141224170000
36,Beijing,,39.955906,116.474246,50,29,24,20,9,4,3,-15,1032,26,7,20141224170000
37,Putuo,,31.232979,121.415378,196,149,24,60,30,13,8,-3,1028,46,4,20141224170000
38,Yangpu Sipiao,,31.263795,121.540311,212,132,24,41,22,14,6,-2,1029,57,4,20141224170000
39,Shanghai Normal College Primary Division,,31.199031,121.487719,218,127,25,46,25,13,6,-2,1029,57,4,20141224170000
40,Dianshan Lake,,31.091338,120.982293,180,94,29,34,18,14,13,-4,1026,31,5,20141224170000
41,Hongkou Liangcheng,,31.298906,121.47155,175,110,26,51,9,20,7,4,1023,81,0,20141224170000
42,Jingan,,31.224251,121.429637,208,132,17,38,30,13,6,-2,1029,57,4,20141224170000
43,Shanghai Normal University,,31.163531,121.416643,173,77,26,48,30,16,8,1,1023,62,2,20141224170000
44,Chuansha,,31.188626,121.707342,258,135,24,35,19,12,5,2,1030,81,4,20141224170000
45,Zhangjiang,,31.204896,121.581215,204,117,32,42,34,16,13,-4,1026,31,5,20141224170000
46,Lingshan Road,,31.226286,121.537317,191,137,29,44,49,14,7,-2,1027,53,4,20141224170000
