locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1,Dongcheng Dongsi,,39.9304,116.423239,353,305,19,102,16,31,14,12,1015,88,1,20141018170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,319,188,17,61,6,31,14,12,1015,88,1,20141018170000
3,West Park officials,,39.930333,116.345162,316,182,21,101,6,31,14,12,1015,88,1,20141018170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,325,216,16,101,3,35,14,12,1015,88,1,20141018170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,372,329,12,105,9,35,14,12,1015,88,1,20141018170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,422,373,18,102,6,34,14,12,1015,88,1,20141018170000
7,Haidian Wanliu,,39.988245,116.293062,300,215,10,93,9,32,14,12,1015,88,1,20141018170000
8,The Haidian northern New Area,,40.091313,116.180194,206,125,8,53,4,13,14,12,1015,88,1,20141018170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,312,191,65,49,7,23,14,12,1015,88,1,20141018170000
10,Fengtai garden,,39.86423,116.285037,359,238,18,95,5,28,14,12,1015,88,1,20141018170000
11,Fengtai Yungang,,39.82535,116.152237,326,213,35,51,12,25,14,12,1015,88,1,20141018170000
12,Shijingshan city,,39.915286,116.190144,311,304,28,83,5,35,14,12,1015,88,1,20141018170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,327,222,19,75,5,30,14,12,1015,88,1,20141018170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,412,243,15,92,10,26,14,12,1015,88,1,20141018170000
15,BDA,,39.796197,116.51197,396,211,20,90,7,26,14,12,1015,88,1,20141018170000
16,Tongzhou New Town,,39.887113,116.6689,451,358,9,72,12,33,14,12,1015,88,1,20141018170000
17,Shunyi New Town ,,40.128111,116.660908,333,222,15,62,6,34,14,12,1015,88,1,20141018170000
18,Changping Town,,40.218245,116.236084,226,146,28,54,5,18,14,12,1015,88,1,20141018170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,236,135,22,41,7,22,14,12,1015,88,1,20141018170000
20,Pinggu town,,40.144433,117.106563,298,342,63,57,41,21,22,10,1014,46,2,20141018170000
21,Huairou town,,40.329104,116.63387,202,127,44,18,6,15,14,12,1015,88,1,20141018170000
22,The town of Miyun,,40.371186,116.838053,317,171,15,40,4,24,14,12,1015,88,1,20141018170000
23,Yanqing town,,40.454217,115.978106,209,107,23,25,4,13,14,12,1015,88,1,20141018170000
24,Changping Dingling,,40.293269,116.226108,234,127,46,17,5,12,14,12,1015,88,1,20141018170000
25,Badaling Northwest,,40.36623,115.994146,334,171,28,60,16,17,14,12,1015,88,1,20141018170000
26,Miyun Reservoir,,40.500157,116.91701,227,130,123,7,6,15,14,11,1016,82,1,20141018170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,288,157,57,28,24,24,14,12,1015,88,1,20141018170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,375,168,5,39,6,27,14,12,1015,88,1,20141018170000
29,"Yufazhen, Daxing",,39.521203,116.306026,351,186,14,53,2,19,14,12,1015,88,1,20141018170000
