locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1,Dongcheng Dongsi,,39.9304,116.423239,109,43,10,29,3,8,18,13,1019,73,2,20140916170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,87,40,10,28,3,7,18,13,1019,73,2,20140916170000
3,West Park officials,,39.930333,116.345162,130,77,7,33,3,8,18,13,1019,73,2,20140916170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,-,-,-,-,-,-,-,-,0,-,-,20140916170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,136,69,1,36,4,7,18,13,1019,73,2,20140916170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,88,31,8,32,3,7,18,13,1019,73,2,20140916170000
7,Haidian Wanliu,,39.988245,116.293062,141,80,1,37,4,7,18,13,1019,73,2,20140916170000
8,The Haidian northern New Area,,40.091313,116.180194,140,75,2,32,2,6,18,13,1019,73,2,20140916170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,158,87,6,1,2,6,18,13,1019,73,2,20140916170000
10,Fengtai garden,,39.86423,116.285037,104,53,5,32,3,8,18,13,1019,73,2,20140916170000
11,Fengtai Yungang,,39.82535,116.152237,129,60,9,30,2,7,18,13,1019,73,2,20140916170000
12,Shijingshan city,,39.915286,116.190144,152,103,7,35,2,8,18,13,1019,73,2,20140916170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,84,42,2,24,2,8,18,13,1019,73,2,20140916170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,93,35,8,17,5,7,18,13,1019,73,2,20140916170000
15,BDA,,39.796197,116.51197,117,74,13,24,2,8,18,13,1019,73,2,20140916170000
16,Tongzhou New Town,,39.887113,116.6689,135,50,4,32,5,5,18,13,1019,73,2,20140916170000
17,Shunyi New Town ,,40.128111,116.660908,162,103,6,39,4,9,18,13,1019,73,2,20140916170000
18,Changping Town,,40.218245,116.236084,85,51,16,13,2,6,18,13,1019,73,2,20140916170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,152,89,6,33,2,7,18,13,1019,73,2,20140916170000
20,Pinggu town,,40.144433,117.106563,114,57,8,16,3,10,18,13,1019,73,2,20140916170000
21,Huairou town,,40.329104,116.63387,98,51,13,13,2,7,18,13,1019,73,2,20140916170000
22,The town of Miyun,,40.371186,116.838053,148,69,8,29,6,10,18,13,1019,73,2,20140916170000
23,Yanqing town,,40.454217,115.978106,87,44,15,19,3,5,18,13,1019,73,2,20140916170000
24,Changping Dingling,,40.293269,116.226108,-,-,-,-,-,-,-,-,0,-,-,20140916170000
25,Badaling Northwest,,40.36623,115.994146,147,-,1,41,5,5,18,13,1019,73,2,20140916170000
26,Miyun Reservoir,,40.500157,116.91701,-,55,22,6,2,9,18,13,1019,73,2,20140916170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,168,85,19,39,8,7,18,13,1019,73,2,20140916170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,157,71,3,31,6,6,18,13,1019,73,2,20140916170000
29,"Yufazhen, Daxing",,39.521203,116.306026,80,36,4,16,2,8,18,13,1019,73,2,20140916170000
30,"Liulihezhen, Fangshan",,39.581169,116.006089,88,45,8,17,2,6,18,13,1019,73,2,20140916170000
31,"Qianmen E St, Dongcheng",,39.900402,116.401242,128,75,5,30,4,9,18,13,1019,73,2,20140916170000
32,Yongdingmen Inner St,,39.877401,116.400238,96,56,6,29,5,7,18,13,1019,73,2,20140916170000
33,Xizhimen N St,,39.955352,116.355187,147,65,3,33,10,9,18,13,1019,73,2,20140916170000
34,South Ring Road,,39.857377,116.37421,117,51,2,46,4,10,18,13,1019,73,2,20140916170000
35,East Fourth Ring Road,,39.940273,116.489075,100,67,4,30,2,8,18,13,1019,73,2,20140916170000
36,Beijing,,39.955906,116.474246,88,31,8,32,3,7,18,13,1019,73,2,20140916170000
37,Putuo,,31.232979,121.415378,61,24,36,10,5,4,25,19,1015,69,4,20140916170000
38,Yangpu Sipiao,,31.263795,121.540311,60,35,35,12,7,4,25,19,1015,69,4,20140916170000
39,Shanghai Normal College Primary Division,,31.199031,121.487719,56,31,31,14,5,8,25,19,1015,69,4,20140916170000
40,Dianshan Lake,,31.091338,120.982293,93,44,38,13,5,6,25,19,1015,69,4,20140916170000
41,Hongkou Liangcheng,,31.298906,121.47155,67,34,34,11,9,4,25,19,1015,69,4,20140916170000
42,Jingan,,31.224251,121.429637,64,26,34,12,5,7,25,19,1015,69,4,20140916170000
43,Shanghai Normal University,,31.163531,121.416643,61,21,37,17,6,8,25,19,1015,69,4,20140916170000
44,Chuansha,,31.188626,121.707342,66,23,34,11,5,4,25,19,1015,69,4,20140916170000
45,Zhangjiang,,31.204896,121.581215,76,34,37,9,4,4,25,19,1015,69,4,20140916170000
46,Lingshan Road,,31.226286,121.537317,52,37,37,12,4,4,25,19,1015,69,4,20140916170000
1080,City average,,31.228451,121.478227,62,30,35,12,5,5,25,19,1015,69,4,20140916170000
