locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1,Dongcheng Dongsi,,39.9304,116.423239,64,56,32,33,2,5,18,16,1006,88,1,20140903170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,78,48,32,24,2,5,18,16,1006,88,1,20140903170000
3,West Park officials,,39.930333,116.345162,84,60,28,44,2,5,18,16,1006,88,1,20140903170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,78,54,28,41,2,8,18,16,1006,88,1,20140903170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,92,66,3,47,3,4,18,16,1006,88,1,20140903170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,75,55,31,41,2,6,18,16,1006,88,1,20140903170000
7,Haidian Wanliu,,39.988245,116.293062,75,69,21,44,2,4,18,16,1006,88,1,20140903170000
8,The Haidian northern New Area,,40.091313,116.180194,104,-,17,31,3,5,18,16,1006,88,1,20140903170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,52,-,36,2,2,18,18,16,1006,88,1,20140903170000
10,Fengtai garden,,39.86423,116.285037,91,-,24,41,2,5,18,16,1006,88,1,20140903170000
11,Fengtai Yungang,,39.82535,116.152237,74,43,27,21,2,4,18,16,1006,88,1,20140903170000
12,Shijingshan city,,39.915286,116.190144,145,136,26,41,2,7,18,16,1006,88,1,20140903170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,72,72,22,36,2,5,18,16,1006,88,1,20140903170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,79,-,34,20,2,5,18,16,1006,88,1,20140903170000
15,BDA,,39.796197,116.51197,93,-,36,26,2,5,18,16,1006,88,1,20140903170000
16,Tongzhou New Town,,39.887113,116.6689,82,-,33,42,5,2,18,16,1006,88,1,20140903170000
17,Shunyi New Town ,,40.128111,116.660908,-,69,22,29,2,6,18,16,1006,88,1,20140903170000
18,Changping Town,,40.218245,116.236084,105,55,32,38,2,6,18,16,1006,88,1,20140903170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,91,-,18,29,2,5,18,16,1006,88,1,20140903170000
20,Pinggu town,,40.144433,117.106563,70,-,43,8,2,4,18,16,1006,88,1,20140903170000
21,Huairou town,,40.329104,116.63387,55,33,42,8,2,5,18,16,1006,88,1,20140903170000
22,The town of Miyun,,40.371186,116.838053,108,17,30,26,2,6,18,16,1006,88,1,20140903170000
23,Yanqing town,,40.454217,115.978106,43,-,32,6,2,4,18,16,1006,88,1,20140903170000
24,Changping Dingling,,40.293269,116.226108,59,30,33,11,2,3,18,16,1006,88,1,20140903170000
25,Badaling Northwest,,40.36623,115.994146,55,-,33,7,3,4,18,16,1006,88,1,20140903170000
26,Miyun Reservoir,,40.500157,116.91701,83,-,58,1,2,5,18,16,1006,88,1,20140903170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,64,-,47,16,2,2,18,16,1006,88,1,20140903170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,60,-,24,16,6,3,18,16,1006,88,1,20140903170000
29,"Yufazhen, Daxing",,39.521203,116.306026,78,-,29,10,2,7,18,16,1006,88,1,20140903170000
30,"Liulihezhen, Fangshan",,39.581169,116.006089,70,-,33,13,2,2,18,16,1006,88,1,20140903170000
31,"Qianmen E St, Dongcheng",,39.900402,116.401242,79,-,24,40,2,6,18,16,1006,88,1,20140903170000
32,Yongdingmen Inner St,,39.877401,116.400238,88,-,29,41,2,4,18,16,1006,88,1,20140903170000
33,Xizhimen N St,,39.955352,116.355187,91,70,14,54,2,7,18,16,1006,88,1,20140903170000
34,South Ring Road,,39.857377,116.37421,96,-,13,50,3,7,18,16,1006,88,1,20140903170000
35,East Fourth Ring Road,,39.940273,116.489075,76,61,28,41,2,4,18,16,1006,88,1,20140903170000
36,Beijing,,39.955906,116.474246,75,60,31,41,2,6,19,16,1006,83,1,20140903170000
37,Putuo,,31.232979,121.415378,154,61,39,17,10,8,23,21,1010,88,4,20140903170000
38,Yangpu Sipiao,,31.263795,121.540311,159,62,42,15,8,10,23,21,1010,88,4,20140903170000
39,Shanghai Normal College Primary Division,,31.199031,121.487719,152,55,38,14,7,11,23,21,1010,88,4,20140903170000
40,Dianshan Lake,,31.091338,120.982293,135,50,53,2,9,8,23,21,1010,88,4,20140903170000
41,Hongkou Liangcheng,,31.298906,121.47155,155,58,26,20,8,12,23,21,1010,88,4,20140903170000
42,Jingan,,31.224251,121.429637,155,58,37,17,11,12,23,21,1010,88,4,20140903170000
43,Shanghai Normal University,,31.163531,121.416643,157,60,41,16,10,12,23,21,1010,88,4,20140903170000
44,Chuansha,,31.188626,121.707342,158,62,18,16,10,12,23,21,1010,88,4,20140903170000
45,Zhangjiang,,31.204896,121.581215,151,54,33,10,7,11,23,21,1010,88,4,20140903170000
46,Lingshan Road,,31.226286,121.537317,155,58,42,13,7,10,23,21,1010,88,4,20140903170000
1080,City average,,31.228451,121.478227,155,59,35,15,9,10,23,21,1010,88,4,20140903170000
47,Shanghai,,31.202842,121.453493,155,58,38,17,11,12,23,21,1010,88,4,20140903170000
48,Guangzhou,,23.138517,113.263701,97,56,25,29,12,10,29,22,1009,66,4,20140903170000
49,"Huadu town, Guangzhou",,23.389121,113.220062,85,50,24,12,7,6,29,22,1009,66,4,20140903170000
50,"Luogang Zhenlong, Guangzhou",,23.308027,113.567032,70,49,35,16,6,6,29,22,1009,66,4,20140903170000
51,"LuHu, Guangzhou",,23.151743,113.281842,89,40,25,23,5,5,29,22,1009,66,4,20140903170000
52,"Tianhu, Guangzhou",,23.647433,113.629715,70,54,83,3,3,4,29,22,1009,66,4,20140903170000
53,"Zhudong, Guangzhou",,23.418406,113.078552,72,46,29,22,20,6,29,22,1009,66,4,20140903170000
54,"Modiesha station, Guangzhou",,23.103814,113.338238,46,25,32,17,3,6,29,22,1009,66,4,20140903170000
55,Zhuhai,,22.2677,113.581765,53,50,25,17,9,12,30,26,1009,79,2,20140903170000
1075,"Huicai technical school, Foshan",,23.039667,113.105492,78,30,25,16,19,5,29,22,1009,66,4,20140903170000
56,"Sanshuiyun donghai, Foshan",,23.185788,112.865368,82,39,20,16,11,6,29,22,1009,66,4,20140903170000
57,"Nanhai Bureau of Meteorology, Foshan",,23.046836,113.145764,76,25,31,13,11,8,29,22,1009,66,4,20140903170000
58,"Sanshui Monitoring Station, Foshan",,23.163551,112.890843,72,31,20,12,8,6,29,22,1009,66,4,20140903170000
1087,Foshan,,23.018995,113.126899,78,30,31,17,19,8,29,22,1009,66,4,20140903170000
59,"Ronggui street committee, Shunde",,22.762729,113.258356,117,56,32,23,10,8,29,22,1009,66,4,20140903170000
60,Shunde,,22.80246,113.298701,117,56,32,23,12,8,-,-,0,-,-,20140903170000
61,"Donghu, Jiangmen",,22.590411,113.087351,78,39,27,11,5,4,30,26,1009,79,2,20140903170000
62,"Taoyuan Atmosphere Premier Station, Jiangmen",,22.72489,112.93404,107,62,31,10,6,5,30,26,1009,79,2,20140903170000
63,Jiangmen,,22.576047,113.087351,78,39,27,11,9,11,30,26,1009,79,2,20140903170000
64,"Kengkouzi station, Zhaoqing",,23.158865,112.570287,42,25,21,7,4,6,29,22,1009,66,4,20140903170000
65,"Mugangzi station, Zhaoqing",,23.067961,112.431934,63,30,27,19,5,8,29,22,1009,66,4,20140903170000
66,"Qixingyanzi station, Zhaoqing",,23.075974,112.477437,-,-,-,-,-,-,-,-,0,-,-,20140903170000
67,Zhaoqing,,23.044571,112.470346,80,45,27,20,8,8,-,-,0,-,-,20140903170000
68,"Jinguo Bay, Huizhou",,22.937223,114.385567,-,-,-,-,-,-,-,-,0,-,-,20140903170000
1091,"Xiabu, Huizhou",,23.077493,114.410275,164,91,88,23,27,6,30,27,1008,84,2,20140903170000
