locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1,Dongcheng Dongsi,,39.9304,116.423239,168,64,34,47,4,6,24,19,1009,73,2,20140806170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,156,88,34,35,2,6,24,19,1009,73,2,20140806170000
3,West Park officials,,39.930333,116.345162,159,84,39,69,2,6,24,19,1009,73,2,20140806170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,156,100,36,62,2,7,24,19,1009,73,2,20140806170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,165,115,30,51,2,4,24,19,1009,73,2,20140806170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,175,100,42,27,4,7,24,19,1009,73,2,20140806170000
7,Haidian Wanliu,,39.988245,116.293062,153,116,26,71,4,6,24,19,1009,73,2,20140806170000
8,The Haidian northern New Area,,40.091313,116.180194,67,35,29,15,3,4,24,19,1009,73,2,20140806170000
66,"Qixingyanzi station, Zhaoqing",,23.075974,112.477437,-,-,11,-,-,10,-,-,0,-,-,20140806170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,63,15,62,11,2,19,24,19,1009,73,2,20140806170000
10,Fengtai garden,,39.86423,116.285037,152,58,34,58,3,6,24,19,1009,73,2,20140806170000
11,Fengtai Yungang,,39.82535,116.152237,90,53,50,25,3,5,24,19,1009,73,2,20140806170000
12,Shijingshan city,,39.915286,116.190144,142,85,46,40,2,6,24,19,1009,73,2,20140806170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,85,66,36,21,2,7,24,19,1009,73,2,20140806170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,158,81,47,25,2,6,24,19,1009,73,2,20140806170000
15,BDA,,39.796197,116.51197,161,81,48,39,2,6,24,19,1009,73,2,20140806170000
16,Tongzhou New Town,,39.887113,116.6689,184,84,36,32,2,10,24,19,1009,73,2,20140806170000
17,Shunyi New Town ,,40.128111,116.660908,160,82,44,14,3,7,24,19,1009,73,2,20140806170000
18,Changping Town,,40.218245,116.236084,58,31,34,14,2,3,24,19,1009,73,2,20140806170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,65,38,42,11,2,5,24,19,1009,73,2,20140806170000
20,Pinggu town,,40.144433,117.106563,166,-,60,12,2,10,24,19,1009,73,2,20140806170000
21,Huairou town,,40.329104,116.63387,166,105,40,13,4,7,24,19,1009,73,2,20140806170000
22,The town of Miyun,,40.371186,116.838053,138,-,49,7,4,7,24,19,1009,73,2,20140806170000
23,Yanqing town,,40.454217,115.978106,77,13,27,34,2,4,24,19,1009,73,2,20140806170000
24,Changping Dingling,,40.293269,116.226108,53,18,34,8,2,3,24,19,1009,73,2,20140806170000
25,Badaling Northwest,,40.36623,115.994146,29,18,28,9,2,4,24,19,1009,73,2,20140806170000
26,Miyun Reservoir,,40.500157,116.91701,53,-,39,1,2,4,24,19,1009,73,2,20140806170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,93,74,85,11,4,8,24,19,1009,73,2,20140806170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,183,93,31,22,3,12,24,19,1009,73,2,20140806170000
29,"Yufazhen, Daxing",,39.521203,116.306026,115,55,23,10,2,6,24,19,1009,73,2,20140806170000
30,"Liulihezhen, Fangshan",,39.581169,116.006089,101,51,29,7,9,5,24,19,1009,73,2,20140806170000
31,"Qianmen E St, Dongcheng",,39.900402,116.401242,165,64,12,51,2,7,24,19,1009,73,2,20140806170000
32,Yongdingmen Inner St,,39.877401,116.400238,161,79,25,61,3,8,24,19,1009,73,2,20140806170000
33,Xizhimen N St,,39.955352,116.355187,-,115,27,56,12,7,24,19,1009,73,2,20140806170000
34,South Ring Road,,39.857377,116.37421,166,125,12,71,3,10,24,19,1009,73,2,20140806170000
35,East Fourth Ring Road,,39.940273,116.489075,198,-,19,76,9,13,24,19,1009,73,2,20140806170000
36,Beijing,,39.955906,116.474246,187,100,45,47,3,5,24,19,1009,73,2,20140806170000
37,Putuo,,31.232979,121.415378,56,18,23,8,5,2,29,26,1004,84,5,20140806170000
38,Yangpu Sipiao,,31.263795,121.540311,64,19,27,13,5,12,29,26,1004,84,5,20140806170000
39,Shanghai Normal College Primary Division,,31.199031,121.487719,35,12,20,11,4,5,29,26,1004,84,5,20140806170000
40,Dianshan Lake,,31.091338,120.982293,69,20,37,12,4,6,29,26,1004,84,5,20140806170000
41,Hongkou Liangcheng,,31.298906,121.47155,54,14,24,11,6,5,29,26,1004,84,5,20140806170000
42,Jingan,,31.224251,121.429637,58,23,26,8,4,6,29,26,1004,84,5,20140806170000
43,Shanghai Normal University,,31.163531,121.416643,50,24,24,10,3,4,29,26,1004,84,5,20140806170000
44,Chuansha,,31.188626,121.707342,28,16,18,6,4,3,29,26,1004,84,5,20140806170000
45,Zhangjiang,,31.204896,121.581215,77,25,21,13,3,4,29,26,1004,84,5,20140806170000
46,Lingshan Road,,31.226286,121.537317,82,27,21,13,6,4,29,26,1004,84,5,20140806170000
1080,City average,,31.228451,121.478227,58,20,21,10,5,5,29,26,1004,84,5,20140806170000
47,Shanghai,,31.202842,121.453493,58,23,26,11,4,6,29,26,1004,84,5,20140806170000
48,Guangzhou,,23.138517,113.263701,154,74,44,39,13,11,28,27,1003,94,1,20140806170000
49,"Huadu town, Guangzhou",,23.389121,113.220062,151,55,31,27,17,9,28,27,1003,94,1,20140806170000
50,"Luogang Zhenlong, Guangzhou",,23.308027,113.567032,144,51,31,21,3,9,28,27,1003,94,1,20140806170000
51,"LuHu, Guangzhou",,23.151743,113.281842,151,70,8,39,7,8,28,27,1003,94,1,20140806170000
52,"Tianhu, Guangzhou",,23.647433,113.629715,87,34,41,6,4,6,28,27,1003,94,1,20140806170000
53,"Zhudong, Guangzhou",,23.418406,113.078552,157,57,40,19,5,9,28,26,1004,89,1,20140806170000
54,"Modiesha station, Guangzhou",,23.103814,113.338238,65,49,21,28,10,9,28,27,1003,94,1,20140806170000
55,Zhuhai,,22.225269,113.304202,53,20,29,17,5,11,29,26,1004,84,3,20140806170000
1075,"Huicai technical school, Foshan",,23.039667,113.105492,82,41,16,24,11,8,28,27,1003,94,1,20140806170000
56,"Sanshuiyun donghai, Foshan",,23.185788,112.865368,159,59,14,38,13,9,28,27,1003,94,1,20140806170000
57,"Nanhai Bureau of Meteorology, Foshan",,23.046836,113.145764,85,40,11,29,8,10,28,27,1003,94,1,20140806170000
58,"Sanshui Monitoring Station, Foshan",,23.163551,112.890843,132,66,12,34,13,10,28,27,1003,94,1,20140806170000
1087,Foshan,,22.999349,113.110189,85,41,16,29,11,10,28,27,1003,94,1,20140806170000
59,"Ronggui street committee, Shunde",,22.762729,113.258356,61,23,26,10,8,14,28,27,1004,94,1,20140806170000
60,Shunde,,22.806658,113.293112,61,30,26,12,12,14,28,27,1004,94,1,20140806170000
61,"Donghu, Jiangmen",,22.590411,113.087351,59,21,27,8,2,5,29,26,1004,84,3,20140806170000
62,"Taoyuan Atmosphere Premier Station, Jiangmen",,22.72489,112.93404,68,34,20,13,1,6,29,26,1004,84,4,20140806170000
63,Jiangmen,,22.604218,113.109062,59,33,27,7,5,10,29,26,1004,84,3,20140806170000
64,"Kengkouzi station, Zhaoqing",,23.158865,112.570287,70,47,20,13,7,6,28,27,1003,94,1,20140806170000
65,"Mugangzi station, Zhaoqing",,23.067961,112.431934,107,55,20,13,16,8,28,27,1003,94,1,20140806170000
67,Zhaoqing,,23.050167,112.476039,107,55,20,13,54,8,28,27,1003,94,1,20140806170000
68,"Jinguo Bay, Huizhou",,22.937223,114.385567,30,24,10,9,3,6,30,27,1004,84,5,20140806170000
1091,"Xiabu, Huizhou",,23.077493,114.410275,63,29,10,11,4,4,30,27,1004,84,5,20140806170000
69,"Xijiao, Huizhou",,23.338178,114.112867,72,25,14,7,2,4,30,27,1004,84,5,20140806170000
70,"Jiangbei, Huizhou",,23.111706,114.415274,59,19,14,12,3,2,30,27,1004,84,5,20140806170000
71,"Huiyang chuanhu, Huizhou",,22.814485,114.329292,50,20,13,13,6,8,30,27,1004,84,5,20140806170000
72,"Daya bay management committee, Huizhou",,22.739283,114.53631,53,38,15,11,5,4,30,27,1004,84,5,20140806170000
73,Huizhou,,23.079716,114.410253,63,29,14,13,4,5,30,27,1004,84,5,20140806170000
74,"Guancheng No.2 water plant, Dongguan",,23.057294,113.753254,78,29,28,28,10,8,30,27,1004,84,5,20140806170000
75,"Dongcheng Shijing, Dongguan",,23.010039,113.799529,76,33,21,25,4,6,30,27,1004,84,5,20140806170000
76,"Nancheng Xiping, Dongguan",,22.963051,113.743494,72,22,36,15,7,5,30,27,1004,84,5,20140806170000
77,"Nancheng Yuanling, Dongguan",,23.025058,113.751308,76,26,31,24,10,7,30,27,1004,84,5,20140806170000
78,Dongguan,,23.050873,113.787057,87,37,36,29,10,8,30,27,1004,84,5,20140806170000
79,"Zimaling, Zhongshan",,22.505112,113.407183,38,13,27,1,6,8,29,26,1004,84,3,20140806170000
80,"Yangtze River tourist area, Zhongshan",,22.48589,113.439054,42,25,29,4,2,7,29,26,1004,84,3,20140806170000
81,"Huabai Park, Zhongshan",,22.51839,113.374362,42,16,20,5,4,12,29,26,1004,84,3,20140806170000
82,Zhongshan,,22.545387,113.370459,50,25,31,5,6,12,29,26,1004,84,3,20140806170000
83,"No.8 middle school, Shaoguan",,24.767777,113.583537,34,14,16,12,7,6,24,23,1005,96,2,20140806170000
83,"No.8 middle school, Shaoguan",,24.767777,113.583537,34,14,16,12,7,6,24,23,1005,96,2,20140806170000
84,"Forest area, Shaoguan",,24.796107,113.612131,78,39,36,10,11,9,24,23,1005,96,2,20140806170000
84,"Forest area, Shaoguan",,24.796106,113.612131,78,39,36,10,11,9,24,23,1005,96,2,20140806170000
86,"Shaoguan University, Shaoguan",,24.790864,113.646598,85,26,61,7,12,15,35,22,1000,37,2,20140806170000
