locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
21,Huairou town,,40.329104,116.63387,87,41,4,15,2,7,11,6,1021,71,2,20140930170000
1,Dongcheng Dongsi,,39.9304,116.423239,152,86,10,36,5,7,11,6,1021,71,2,20140930170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,155,83,10,35,6,7,11,6,1021,71,2,20140930170000
3,West Park officials,,39.930333,116.345162,165,81,13,28,6,6,11,6,1021,71,2,20140930170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,160,86,13,29,5,6,11,6,1021,71,2,20140930170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,163,86,8,26,6,5,11,6,1021,71,2,20140930170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,155,92,9,37,5,6,11,6,1021,71,2,20140930170000
7,Haidian Wanliu,,39.988245,116.293062,162,91,6,34,5,6,11,6,1021,71,2,20140930170000
8,The Haidian northern New Area,,40.091313,116.180194,106,48,7,29,2,5,11,6,1021,71,2,20140930170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,121,58,15,20,2,5,11,6,1021,71,2,20140930170000
10,Fengtai garden,,39.86423,116.285037,167,97,12,30,6,7,11,6,1021,71,2,20140930170000
11,Fengtai Yungang,,39.82535,116.152237,164,87,14,20,6,6,11,6,1021,71,2,20140930170000
12,Shijingshan city,,39.915286,116.190144,167,98,10,30,5,7,11,6,1021,71,2,20140930170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,167,95,8,24,4,5,11,6,1021,71,2,20140930170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,166,89,14,25,7,7,11,6,1021,71,2,20140930170000
15,BDA,,39.796197,116.51197,166,83,26,29,4,6,11,6,1021,71,2,20140930170000
16,Tongzhou New Town,,39.887113,116.6689,160,101,7,37,7,3,11,6,1021,71,2,20140930170000
17,Shunyi New Town ,,40.128111,116.660908,144,71,8,23,3,4,11,6,1021,71,2,20140930170000
18,Changping Town,,40.218245,116.236084,98,43,10,21,2,6,11,6,1021,71,2,20140930170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,93,53,8,22,2,5,11,6,1021,71,2,20140930170000
20,Pinggu town,,40.144433,117.106563,92,42,10,12,2,6,11,6,1021,71,2,20140930170000
22,The town of Miyun,,40.371186,116.838053,99,59,6,21,4,7,11,6,1021,71,2,20140930170000
23,Yanqing town,,40.454217,115.978106,113,50,8,18,2,6,11,6,1021,71,2,20140930170000
24,Changping Dingling,,40.293269,116.226108,85,45,12,16,2,8,11,6,1021,71,2,20140930170000
25,Badaling Northwest,,40.36623,115.994146,96,34,4,23,2,5,11,6,1021,71,2,20140930170000
26,Miyun Reservoir,,40.500157,116.91701,78,59,12,7,3,5,11,6,1021,71,2,20140930170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,83,41,17,14,2,3,11,6,1021,71,2,20140930170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,158,71,7,33,5,6,12,5,1021,62,2,20140930170000
29,"Yufazhen, Daxing",,39.521203,116.306026,161,-,11,19,2,6,11,6,1021,71,2,20140930170000
30,"Liulihezhen, Fangshan",,39.581169,116.006089,175,109,15,23,4,6,11,6,1021,71,2,20140930170000
31,"Qianmen E St, Dongcheng",,39.900402,116.401242,160,83,5,36,5,9,11,6,1021,71,2,20140930170000
32,Yongdingmen Inner St,,39.877401,116.400238,163,-,6,37,7,8,11,6,1021,71,2,20140930170000
33,Xizhimen N St,,39.955352,116.355187,164,85,8,32,8,7,11,6,1021,71,2,20140930170000
34,South Ring Road,,39.857377,116.37421,162,97,2,35,6,9,11,6,1021,71,2,20140930170000
35,East Fourth Ring Road,,39.940273,116.489075,162,109,6,46,2,9,11,6,1021,71,2,20140930170000
36,Beijing,,39.955906,116.474246,162,92,10,37,5,7,11,6,1021,71,2,20140930170000
37,Putuo,,31.232979,121.415378,60,37,25,15,5,3,17,13,1019,77,4,20140930170000
38,Yangpu Sipiao,,31.263795,121.540311,90,37,32,10,4,4,17,13,1019,77,4,20140930170000
39,Shanghai Normal College Primary Division,,31.199031,121.487719,63,28,28,13,4,5,17,13,1019,77,4,20140930170000
40,Dianshan Lake,,31.091338,120.982293,55,35,33,7,6,4,17,13,1019,77,4,20140930170000
41,Hongkou Liangcheng,,31.298906,121.47155,66,43,25,14,10,8,17,13,1019,77,4,20140930170000
42,Jingan,,31.224251,121.429637,25,31,30,12,5,7,17,13,1019,77,4,20140930170000
43,Shanghai Normal University,,31.163531,121.416643,38,24,30,11,5,5,17,13,1019,77,4,20140930170000
