locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1,Dongcheng Dongsi,,39.9304,116.423239,233,155,17,34,24,19,3,-1,1021,75,2,20141128170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,222,135,16,33,3,17,3,-1,1021,75,2,20141128170000
3,West Park officials,,39.930333,116.345162,243,139,16,42,16,18,3,-1,1021,75,2,20141128170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,279,169,18,43,11,22,3,-1,1021,75,2,20141128170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,237,138,11,41,9,16,3,-1,1021,75,2,20141128170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,259,150,25,40,26,17,3,-1,1021,75,2,20141128170000
7,Haidian Wanliu,,39.988245,116.293062,263,169,8,43,9,18,3,-1,1021,75,2,20141128170000
8,The Haidian northern New Area,,40.091313,116.180194,190,118,2,30,4,19,3,-1,1021,75,2,20141128170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,215,119,9,37,4,16,3,-1,1021,75,2,20141128170000
10,Fengtai garden,,39.86423,116.285037,300,171,3,42,25,23,3,-1,1021,75,2,20141128170000
11,Fengtai Yungang,,39.82535,116.152237,311,174,3,41,9,23,3,-1,1021,75,2,20141128170000
12,Shijingshan city,,39.915286,116.190144,263,187,20,44,19,22,3,-1,1021,75,2,20141128170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,336,180,2,38,15,23,3,-1,1021,75,2,20141128170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,290,154,5,37,15,19,3,-1,1021,75,2,20141128170000
15,BDA,,39.796197,116.51197,276,141,6,35,22,21,3,-1,1021,75,2,20141128170000
16,Tongzhou New Town,,39.887113,116.6689,283,160,4,39,31,19,3,-1,1021,75,2,20141128170000
17,Shunyi New Town ,,40.128111,116.660908,229,165,16,44,4,19,3,-1,1021,75,2,20141128170000
18,Changping Town,,40.218245,116.236084,195,130,13,40,9,17,3,-1,1021,75,2,20141128170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,180,99,4,31,5,20,3,-1,1021,75,2,20141128170000
20,Pinggu town,,40.144433,117.106563,185,103,5,28,6,18,3,-1,1021,75,2,20141128170000
21,Huairou town,,40.329104,116.63387,180,105,20,37,6,22,0,-2,1021,87,1,20141128170000
22,The town of Miyun,,40.371186,116.838053,191,145,3,33,8,19,3,-1,1021,75,2,20141128170000
23,Yanqing town,,40.454217,115.978106,188,99,2,30,10,20,3,-1,1021,75,2,20141128170000
24,Changping Dingling,,40.293269,116.226108,188,104,17,34,7,15,3,-1,1021,75,2,20141128170000
25,Badaling Northwest,,40.36623,115.994146,168,92,3,35,8,10,3,-1,1021,75,2,20141128170000
26,Miyun Reservoir,,40.500157,116.91701,146,72,11,12,6,8,3,-1,1021,75,2,20141128170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,222,136,10,31,17,12,3,-1,1021,75,2,20141128170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,282,146,3,47,7,16,3,-1,1021,75,2,20141128170000
29,"Yufazhen, Daxing",,39.521203,116.306026,261,130,5,30,14,19,3,-1,1021,75,2,20141128170000
30,"Liulihezhen, Fangshan",,39.581169,116.006089,367,250,5,39,7,26,3,-1,1021,75,2,20141128170000
31,"Qianmen E St, Dongcheng",,39.900402,116.401242,300,156,3,38,35,20,3,-1,1021,75,2,20141128170000
32,Yongdingmen Inner St,,39.877401,116.400238,292,151,20,61,10,17,3,-1,1021,75,2,20141128170000
33,Xizhimen N St,,39.955352,116.355187,268,157,4,52,12,19,3,-1,1021,75,2,20141128170000
34,South Ring Road,,39.857377,116.37421,300,154,1,27,28,22,3,-1,1021,75,2,20141128170000
35,East Fourth Ring Road,,39.940273,116.489075,266,142,3,31,8,12,3,-1,1021,75,2,20141128170000
36,Beijing,,39.955906,116.474246,269,155,4,34,24,19,3,-1,1021,75,2,20141128170000
37,Putuo,,31.232979,121.415378,159,64,6,31,5,12,12,11,1021,94,3,20141128170000
38,Yangpu Sipiao,,31.263795,121.540311,159,62,29,32,7,17,12,11,1021,94,3,20141128170000
39,Shanghai Normal College Primary Division,,31.199031,121.487719,158,62,28,35,6,14,12,11,1021,94,3,20141128170000
40,Dianshan Lake,,31.091338,120.982293,174,78,15,30,11,13,12,11,1021,94,3,20141128170000
41,Hongkou Liangcheng,,31.298906,121.47155,158,62,29,29,8,13,12,11,1021,94,3,20141128170000
42,Jingan,,31.224251,121.429637,159,62,94,25,7,15,12,11,1021,94,3,20141128170000
43,Shanghai Normal University,,31.163531,121.416643,158,61,28,32,6,13,12,11,1021,94,3,20141128170000
44,Chuansha,,31.188626,121.707342,165,69,29,27,8,10,12,11,1021,94,3,20141128170000
45,Zhangjiang,,31.204896,121.581215,161,62,34,27,6,11,12,11,1021,94,3,20141128170000
46,Lingshan Road,,31.226286,121.537317,161,64,35,32,8,10,12,11,1021,94,3,20141128170000
1080,City average,,31.228451,121.478227,160,63,9,30,7,12,12,11,1021,94,3,20141128170000
47,Shanghai,,31.202842,121.453493,160,65,10,31,6,13,12,11,1021,94,3,20141128170000
48,Guangzhou,,23.138517,113.263701,165,61,7,27,14,10,23,21,1014,88,0,20141128170000
49,"Huadu town, Guangzhou",,23.389121,113.220062,182,104,85,49,12,17,23,21,1014,88,0,20141128170000
50,"Luogang Zhenlong, Guangzhou",,23.308027,113.567032,166,78,42,28,5,11,23,21,1014,88,0,20141128170000
51,"LuHu, Guangzhou",,23.151743,113.281842,109,72,30,26,7,11,23,21,1014,88,0,20141128170000
52,"Tianhu, Guangzhou",,23.647433,113.629715,93,92,47,6,5,8,23,21,1014,88,0,20141128170000
53,"Zhudong, Guangzhou",,23.418406,113.078552,182,104,60,49,12,17,23,21,1014,88,0,20141128170000
54,"Modiesha station, Guangzhou",,23.103814,113.338238,95,80,13,45,11,6,23,21,1014,88,0,20141128170000
55,Zhuhai,,22.2677,113.581765,95,59,27,9,5,10,23,22,1013,94,2,20141128170000
1075,"Huicai technical school, Foshan",,23.039667,113.105492,159,71,34,57,18,12,23,21,1014,88,0,20141128170000
56,"Sanshuiyun donghai, Foshan",,23.185788,112.865368,152,66,39,45,28,14,23,21,1014,88,0,20141128170000
57,"Nanhai Bureau of Meteorology, Foshan",,23.046836,113.145764,-,-,-,-,-,-,-,-,0,-,-,20141128170000
58,"Sanshui Monitoring Station, Foshan",,23.163551,112.890843,158,71,37,49,29,16,23,21,1014,88,0,20141128170000
1087,Foshan,,23.018995,113.126899,159,72,34,43,18,12,23,21,1014,88,0,20141128170000
59,"Ronggui street committee, Shunde",,22.762729,113.258356,137,67,29,32,-,13,23,21,1014,88,0,20141128170000
60,Shunde,,22.80246,113.298701,107,60,35,34,20,9,-,-,0,-,-,20141128170000
61,"Donghu, Jiangmen",,22.590411,113.087351,132,82,24,24,19,7,23,22,1013,94,2,20141128170000
62,"Taoyuan Atmosphere Premier Station, Jiangmen",,22.72489,112.93404,144,80,15,19,11,16,23,22,1013,94,2,20141128170000
63,Jiangmen,,22.576047,113.087351,132,82,24,24,19,7,23,22,1013,94,2,20141128170000
64,"Kengkouzi station, Zhaoqing",,23.158865,112.570287,-,-,-,-,-,-,-,-,0,-,-,20141128170000
65,"Mugangzi station, Zhaoqing",,23.067961,112.431934,164,87,49,34,19,13,23,21,1014,88,0,20141128170000
67,Zhaoqing,,23.044571,112.470346,159,77,58,14,14,9,23,21,1014,88,0,20141128170000
68,"Jinguo Bay, Huizhou",,22.937223,114.385567,117,52,23,17,4,6,24,22,1014,89,1,20141128170000
1091,"Xiabu, Huizhou",,23.077493,114.410275,129,73,36,11,5,8,24,22,1014,89,1,20141128170000
69,"Xijiao, Huizhou",,23.338178,114.112867,109,43,14,8,6,9,24,22,1014,89,1,20141128170000
70,"Jiangbei, Huizhou",,23.111706,114.415274,129,85,38,23,6,4,24,22,1014,89,1,20141128170000
71,"Huiyang chuanhu, Huizhou",,22.814485,114.329292,137,46,42,9,7,6,24,22,1014,89,1,20141128170000
72,"Daya bay management committee, Huizhou",,22.739283,114.53631,127,51,44,13,8,6,24,22,1014,89,1,20141128170000
73,Huizhou,,23.109349,114.421164,129,85,38,23,6,4,24,22,1014,89,1,20141128170000
74,"Guancheng No.2 water plant, Dongguan",,23.057294,113.753254,72,71,143,40,6,13,24,22,1014,89,1,20141128170000
