locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
46,Lingshan Road,,31.226286,121.537317,65,54,17,13,19,7,5,-14,1033,24,8,20150101170000
1,Dongcheng Dongsi,,39.9304,116.423239,71,45,15,20,13,6,-2,-22,1034,21,2,20150101170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,50,21,15,20,7,4,-4,-22,1035,24,2,20150101170000
3,West Park officials,,39.930333,116.345162,29,9,16,19,5,3,-6,-22,1035,28,2,20150101170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,138,79,14,35,22,7,-2,-22,1034,21,2,20150101170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,115,56,14,15,8,8,2,-24,1027,13,4,20150101170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,104,57,12,25,13,6,-3,-22,1035,22,3,20150101170000
7,Haidian Wanliu,,39.988245,116.293062,51,22,8,25,9,5,-4,-22,1035,24,2,20150101170000
8,The Haidian northern New Area,,40.091313,116.180194,82,38,13,17,14,4,-4,-22,1035,24,2,20150101170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,39,16,31,1,8,3,-7,-21,1035,33,5,20150101170000
10,Fengtai garden,,39.86423,116.285037,27,15,16,9,9,3,-5,-23,1034,24,2,20150101170000
11,Fengtai Yungang,,39.82535,116.152237,192,110,20,40,27,12,-6,-19,1026,36,2,20150101170000
12,Shijingshan city,,39.915286,116.190144,13,5,24,2,4,3,-6,-21,1035,30,4,20150101170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,172,79,14,29,22,16,2,-23,1027,14,4,20150101170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,149,62,14,14,10,13,2,-23,1028,14,4,20150101170000
15,BDA,,39.796197,116.51197,79,40,8,23,13,8,-4,-22,1035,24,2,20150101170000
16,Tongzhou New Town,,39.887113,116.6689,202,119,15,43,39,12,-6,-19,1026,36,2,20150101170000
17,Shunyi New Town ,,40.128111,116.660908,154,83,19,43,16,8,-6,-19,1026,36,2,20150101170000
18,Changping Town,,40.218245,116.236084,159,73,22,30,17,12,-7,-19,1027,39,1,20150101170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,127,60,20,18,17,5,-2,-22,1034,21,2,20150101170000
20,Pinggu town,,40.144433,117.106563,103,58,23,17,12,5,2,-24,1027,13,4,20150101170000
21,Huairou town,,40.329104,116.63387,44,11,15,9,4,6,-4,-22,1035,24,2,20150101170000
22,The town of Miyun,,40.371186,116.838053,28,7,24,2,5,4,-2,-22,1034,21,2,20150101170000
23,Yanqing town,,40.454217,115.978106,13,21,27,3,6,1,-8,-22,1034,32,4,20150101170000
24,Changping Dingling,,40.293269,116.226108,-,-,-,-,-,-,-,-,0,-,-,20150101170000
25,Badaling Northwest,,40.36623,115.994146,123,55,15,31,22,5,-2,-19,1026,27,1,20150101170000
26,Miyun Reservoir,,40.500157,116.91701,40,9,23,1,2,2,-2,-22,1034,21,2,20150101170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,38,14,21,3,3,5,-2,-22,1034,21,2,20150101170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,190,102,7,42,26,11,-5,-18,1026,36,1,20150101170000
29,"Yufazhen, Daxing",,39.521203,116.306026,28,27,18,6,5,7,-4,-22,1034,24,4,20150101170000
30,"Liulihezhen, Fangshan",,39.581169,116.006089,162,99,13,15,23,28,2,-23,1028,14,4,20150101170000
31,"Qianmen E St, Dongcheng",,39.900402,116.401242,153,60,11,27,18,6,-2,-22,1034,21,2,20150101170000
32,Yongdingmen Inner St,,39.877401,116.400238,53,35,11,24,9,6,-4,-22,1035,24,2,20150101170000
33,Xizhimen N St,,39.955352,116.355187,56,27,20,12,8,5,-6,-21,1034,30,1,20150101170000
34,South Ring Road,,39.857377,116.37421,159,63,4,34,18,14,2,-23,1029,14,4,20150101170000
35,East Fourth Ring Road,,39.940273,116.489075,43,34,19,12,3,2,-4,-22,1034,24,4,20150101170000
36,Beijing,,39.955906,116.474246,194,103,14,38,19,14,-7,-19,1027,39,1,20150101170000
37,Putuo,,31.232979,121.415378,152,82,24,40,16,7,1,-13,1032,35,2,20150101170000
38,Yangpu Sipiao,,31.263795,121.540311,65,55,18,16,11,7,2,-12,1033,35,5,20150101170000
39,Shanghai Normal College Primary Division,,31.199031,121.487719,87,56,16,17,15,8,1,-11,1033,41,4,20150101170000
40,Dianshan Lake,,31.091338,120.982293,114,54,26,12,13,5,2,-14,1032,30,4,20150101170000
41,Hongkou Liangcheng,,31.298906,121.47155,102,74,12,24,16,5,-,-,0,-,-,20150101170000
42,Jingan,,31.224251,121.429637,95,59,14,20,16,7,1,-11,1033,41,4,20150101170000
43,Shanghai Normal University,,31.163531,121.416643,89,41,15,10,11,7,5,-14,1033,24,8,20150101170000
44,Chuansha,,31.188626,121.707342,59,50,15,18,12,3,-,-,0,-,-,20150101170000
45,Zhangjiang,,31.204896,121.581215,127,66,28,27,15,6,2,-13,1033,33,3,20150101170000
1080,City average,,31.228451,121.478227,133,65,20,30,15,6,1,-13,1033,35,3,20150101170000
47,Shanghai,,31.202842,121.453493,151,58,23,25,19,6,2,-13,1033,33,3,20150101170000
48,Guangzhou,,23.138517,113.263701,159,92,55,44,18,10,14,1,1026,41,1,20150101170000
49,"Huadu town, Guangzhou",,23.389121,113.220062,99,57,22,17,12,13,12,4,1023,58,1,20150101170000
50,"Luogang Zhenlong, Guangzhou",,23.308027,113.567032,157,86,48,27,17,13,13,2,1026,47,1,20150101170000
51,"LuHu, Guangzhou",,23.151743,113.281842,63,58,53,17,10,10,18,0,1024,30,4,20150101170000
52,"Tianhu, Guangzhou",,23.647433,113.629715,129,69,52,6,14,5,19,-2,1024,24,5,20150101170000
53,"Zhudong, Guangzhou",,23.418406,113.078552,158,79,69,15,21,12,14,2,1026,44,1,20150101170000
54,"Modiesha station, Guangzhou",,23.103814,113.338238,102,61,42,11,9,5,20,-3,1024,21,4,20150101170000
55,Zhuhai,,22.2677,113.581765,167,98,30,63,9,10,15,14,1022,94,2,20150101170000
1075,"Huicai technical school, Foshan",,23.039667,113.105492,154,84,61,52,26,8,13,4,1026,54,0,20150101170000
56,"Sanshuiyun donghai, Foshan",,23.185788,112.865368,144,74,43,22,33,8,13,3,1026,51,0,20150101170000
57,"Nanhai Bureau of Meteorology, Foshan",,23.046836,113.145764,132,66,52,36,12,9,16,0,1025,34,5,20150101170000
58,"Sanshui Monitoring Station, Foshan",,23.163551,112.890843,144,64,42,31,28,8,13,4,1026,54,0,20150101170000
1087,Foshan,,23.018995,113.126899,119,59,6,55,9,14,12,4,1023,58,1,20150101170000
59,"Ronggui street committee, Shunde",,22.762729,113.258356,160,88,39,29,11,11,13,4,1026,54,0,20150101170000
60,Shunde,,22.80246,113.298701,-,-,-,-,-,-,-,-,0,-,-,20150101170000
61,"Donghu, Jiangmen",,22.590411,113.087351,-,-,-,-,-,-,-,-,0,-,-,20150101170000
62,"Taoyuan Atmosphere Premier Station, Jiangmen",,22.72489,112.93404,159,84,44,16,15,10,16,12,1025,77,2,20150101170000
63,Jiangmen,,22.576047,113.087351,165,93,11,38,22,20,14,12,1022,88,3,20150101170000
64,"Kengkouzi station, Zhaoqing",,23.158865,112.570287,132,55,54,17,11,8,13,3,1026,51,0,20150101170000
65,"Mugangzi station, Zhaoqing",,23.067961,112.431934,139,83,55,37,8,10,13,3,1026,51,0,20150101170000
67,Zhaoqing,,23.044571,112.470346,104,34,20,12,12,7,12,2,1024,51,3,20150101170000
68,"Jinguo Bay, Huizhou",,22.937223,114.385567,151,60,82,7,10,6,15,4,1025,48,2,20150101170000
1091,"Xiabu, Huizhou",,23.077493,114.410275,139,71,50,9,16,9,15,4,1025,48,2,20150101170000
69,"Xijiao, Huizhou",,23.338178,114.112867,168,71,49,17,7,9,15,4,1025,48,2,20150101170000
70,"Jiangbei, Huizhou",,23.111706,114.415274,93,62,41,6,12,8,21,-1,1023,23,4,20150101170000
71,"Huiyang chuanhu, Huizhou",,22.814485,114.329292,102,58,26,8,8,10,21,-1,1023,23,4,20150101170000
72,"Daya bay management committee, Huizhou",,22.739283,114.53631,171,100,50,38,6,7,15,4,1025,48,2,20150101170000
73,Huizhou,,23.109349,114.421164,85,51,32,10,12,8,13,6,1023,63,3,20150101170000
74,"Guancheng No.2 water plant, Dongguan",,23.057294,113.753254,169,90,78,37,13,7,14,3,1025,48,1,20150101170000
75,"Dongcheng Shijing, Dongguan",,23.010039,113.799529,134,51,72,21,8,6,16,2,1025,39,2,20150101170000
76,"Nancheng Xiping, Dongguan",,22.963051,113.743494,154,71,85,42,14,9,15,4,1025,48,2,20150101170000
77,"Nancheng Yuanling, Dongguan",,23.025058,113.751308,160,77,97,47,13,9,14,3,1025,48,1,20150101170000
78,Dongguan,,23.017813,113.756958,153,68,17,39,11,16,14,6,1023,59,2,20150101170000
79,"Zimaling, Zhongshan",,22.505112,113.407183,153,68,1,5,15,14,17,7,1026,52,7,20150101170000
80,"Yangtze River tourist area, Zhongshan",,22.48589,113.439054,122,52,46,10,4,11,16,12,1025,77,3,20150101170000
81,"Huabai Park, Zhongshan",,22.51839,113.374362,99,73,37,34,10,11,16,12,1025,77,3,20150101170000
82,Zhongshan,,22.513997,113.398277,163,68,11,25,9,14,16,11,1022,72,5,20150101170000
83,"No.8 middle school, Shaoguan",,24.767777,113.583537,72,50,48,33,11,9,9,3,1028,58,2,20150101170000
83,"No.8 middle school, Shaoguan",,24.767777,113.583537,72,50,48,33,11,9,9,3,1028,58,2,20150101170000
84,"Forest area, Shaoguan",,24.796106,113.612131,80,31,50,11,17,2,9,3,1028,58,2,20150101170000
84,"Forest area, Shaoguan",,24.796107,113.612131,80,31,50,11,17,2,9,3,1028,58,2,20150101170000
86,"Shaoguan University, Shaoguan",,24.790864,113.646599,61,32,50,24,10,11,9,3,1028,58,2,20150101170000
86,"Shaoguan University, Shaoguan",,24.790864,113.646598,61,32,50,24,10,11,9,3,1028,58,2,20150101170000
88,"Qujiang Monitoring Station, Shaoguan",,24.683042,113.60157,76,53,19,12,15,16,16,-2,1027,18,4,20150101170000
