locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1,Dongcheng Dongsi,,39.9304,116.423239,385,253,6,70,6,31,14,12,1019,88,2,20141008170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,330,191,5,32,2,26,14,12,1019,88,2,20141008170000
3,West Park officials,,39.930333,116.345162,414,150,4,68,4,29,14,12,1019,88,2,20141008170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,363,192,4,64,2,27,14,12,1019,88,2,20141008170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,410,249,3,78,4,24,14,12,1019,88,2,20141008170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,408,229,4,67,3,28,14,12,1019,88,2,20141008170000
7,Haidian Wanliu,,39.988245,116.293062,373,193,2,56,6,26,14,12,1019,88,2,20141008170000
8,The Haidian northern New Area,,40.091313,116.180194,-,-,-,-,-,-,-,-,0,-,-,20141008170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,446,-,19,28,2,19,14,12,1019,88,2,20141008170000
10,Fengtai garden,,39.86423,116.285037,399,148,5,72,2,27,14,12,1019,88,2,20141008170000
11,Fengtai Yungang,,39.82535,116.152237,385,187,5,44,4,22,14,12,1019,88,2,20141008170000
12,Shijingshan city,,39.915286,116.190144,362,188,5,44,2,26,14,12,1019,88,2,20141008170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,365,193,6,58,3,23,14,12,1019,88,2,20141008170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,464,163,9,68,4,27,14,12,1019,88,2,20141008170000
15,BDA,,39.796197,116.51197,460,-,6,68,4,28,14,12,1019,88,2,20141008170000
16,Tongzhou New Town,,39.887113,116.6689,-,-,-,-,-,-,-,-,0,-,-,20141008170000
17,Shunyi New Town ,,40.128111,116.660908,377,195,11,29,2,23,14,12,1019,88,2,20141008170000
18,Changping Town,,40.218245,116.236084,362,156,25,37,2,18,14,12,1019,88,2,20141008170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,334,-,6,30,2,19,14,12,1019,88,2,20141008170000
20,Pinggu town,,40.144433,117.106563,302,-,39,13,3,18,14,12,1019,88,2,20141008170000
21,Huairou town,,40.329104,116.63387,324,168,31,10,2,18,14,12,1019,88,2,20141008170000
22,The town of Miyun,,40.371186,116.838053,405,-,11,35,4,25,14,12,1019,88,2,20141008170000
23,Yanqing town,,40.454217,115.978106,409,-,42,24,2,19,14,12,1019,88,2,20141008170000
24,Changping Dingling,,40.293269,116.226108,367,162,32,11,2,14,14,12,1019,88,2,20141008170000
25,Badaling Northwest,,40.36623,115.994146,351,-,24,51,11,16,17,14,1017,82,2,20141008170000
26,Miyun Reservoir,,40.500157,116.91701,414,-,35,6,2,19,14,12,1019,88,2,20141008170000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,260,-,47,24,13,15,14,12,1019,88,2,20141008170000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,365,276,6,29,10,16,14,12,1019,88,2,20141008170000
29,"Yufazhen, Daxing",,39.521203,116.306026,366,163,11,17,2,13,14,12,1019,88,2,20141008170000
30,"Liulihezhen, Fangshan",,39.581169,116.006089,375,229,10,17,7,15,14,12,1019,88,2,20141008170000
31,"Qianmen E St, Dongcheng",,39.900402,116.401242,441,172,2,68,2,30,14,12,1019,88,2,20141008170000
32,Yongdingmen Inner St,,39.877401,116.400238,432,191,2,73,6,33,14,12,1019,88,2,20141008170000
33,Xizhimen N St,,39.955352,116.355187,405,151,4,65,6,28,14,12,1019,88,2,20141008170000
34,South Ring Road,,39.857377,116.37421,422,262,1,59,5,30,14,12,1019,88,2,20141008170000
35,East Fourth Ring Road,,39.940273,116.489075,406,242,2,49,5,29,14,12,1019,88,2,20141008170000
36,Beijing,,39.955906,116.474246,426,253,5,70,6,31,14,12,1019,88,2,20141008170000
37,Putuo,,31.232979,121.415378,76,34,37,24,5,3,20,15,1019,73,2,20141008170000
38,Yangpu Sipiao,,31.263795,121.540311,87,51,37,22,4,5,20,15,1019,73,2,20141008170000
39,Shanghai Normal College Primary Division,,31.199031,121.487719,86,38,35,25,4,8,20,15,1019,73,2,20141008170000
40,Dianshan Lake,,31.091338,120.982293,148,57,29,29,4,5,20,15,1019,73,2,20141008170000
41,Hongkou Liangcheng,,31.298906,121.47155,76,27,35,18,7,10,20,15,1019,73,2,20141008170000
42,Jingan,,31.224251,121.429637,73,30,38,18,6,7,20,15,1019,73,2,20141008170000
43,Shanghai Normal University,,31.163531,121.416643,77,33,38,21,6,6,20,15,1019,73,2,20141008170000
