locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1,Dongcheng Dongsi,,39.9304,116.423239,25,32,28,10,4,3,-1,-16,1033,32,8,20141210170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,39,14,26,10,3,2,-1,-16,1033,32,6,20141210170000
3,West Park officials,,39.930333,116.345162,34,11,19,13,5,3,-1,-16,1033,32,8,20141210170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,26,14,28,8,5,4,-1,-16,1033,32,8,20141210170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,42,14,26,9,5,4,-1,-16,1033,32,8,20141210170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,53,13,29,14,5,2,-1,-16,1033,32,6,20141210170000
7,Haidian Wanliu,,39.988245,116.293062,38,16,18,11,7,3,-1,-16,1033,32,6,20141210170000
8,The Haidian northern New Area,,40.091313,116.180194,44,28,19,5,7,3,-1,-16,1033,32,6,20141210170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,38,14,31,1,8,3,-1,-16,1033,32,6,20141210170000
10,Fengtai garden,,39.86423,116.285037,45,30,16,23,8,4,-1,-16,1033,32,6,20141210170000
11,Fengtai Yungang,,39.82535,116.152237,65,28,25,9,4,3,-1,-16,1033,32,6,20141210170000
12,Shijingshan city,,39.915286,116.190144,30,12,27,5,6,3,-1,-16,1033,32,8,20141210170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,13,27,2,3,112,1,-1,-16,1033,32,6,20141210170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,40,10,21,9,9,3,-1,-16,1033,32,6,20141210170000
15,BDA,,39.796197,116.51197,38,35,35,10,4,4,-1,-16,1033,32,6,20141210170000
16,Tongzhou New Town,,39.887113,116.6689,47,18,19,12,5,4,-1,-16,1033,32,6,20141210170000
17,Shunyi New Town ,,40.128111,116.660908,34,24,22,5,2,2,-1,-16,1033,32,8,20141210170000
